"","SRR7624365","SRR7624366","SRR7624371","SRR7624372","SRR7624375","SRR7624376"
"ENSMUSG00000048581",255,221,136,148,121,84
"ENSMUSG00000027822",1547,814,900,945,757,637
"ENSMUSG00000097724",14,4,25,14,26,19
"ENSMUSG00000027823",21000,13681,16241,17409,27016,20292
"ENSMUSG00000090303",2,20,4,2,2,5
"ENSMUSG00000027824",63,83,20,14,5,0
"ENSMUSG00000043897",0,0,17,10,0,0
"ENSMUSG00000093447",5,13,4,0,1,1
"ENSMUSG00000093416",2,0,2,0,0,0
"ENSMUSG00000091572",24,46,89,87,116,120
"ENSMUSG00000093503",0,0,3,1,0,1
"ENSMUSG00000091967",0,0,4,0,2,0
"ENSMUSG00000092049",6,0,0,0,0,0
"ENSMUSG00000090581",4,4,0,0,0,0
"ENSMUSG00000093699",1,0,0,0,0,0
"ENSMUSG00000093484",0,0,0,2,0,0
"ENSMUSG00000062200",2,2,4,0,0,0
"ENSMUSG00000027827",102,202,86,151,116,150
"ENSMUSG00000104093",5,8,0,1,0,1
"ENSMUSG00000090120",10,15,10,12,6,5
"ENSMUSG00000027828",27007,15918,16637,18644,18901,14760
"ENSMUSG00000048916",93,45,36,38,14,16
"ENSMUSG00000103513",6,6,0,2,0,8
"ENSMUSG00000103880",8,4,16,4,8,6
"ENSMUSG00000074580",39,48,99,100,63,69
"ENSMUSG00000087825",0,0,3,0,1,0
"ENSMUSG00000034640",6515,4979,7487,8936,5921,4668
"ENSMUSG00000082280",2,0,0,0,6,0
"ENSMUSG00000098944",16,1,6,2,7,11
"ENSMUSG00000074579",245,237,167,213,146,58
"ENSMUSG00000104037",9,45,15,16,8,11
"ENSMUSG00000103620",1,1,0,1,2,1
"ENSMUSG00000102566",0,3,0,0,2,0
"ENSMUSG00000027829",4576,5795,4842,4907,5412,4184
"ENSMUSG00000103041",394,185,299,290,426,423
"ENSMUSG00000102914",3,0,2,4,3,2
"ENSMUSG00000102652",4,6,2,0,0,1
"ENSMUSG00000103641",0,0,0,2,0,6
"ENSMUSG00000103369",0,0,0,2,1,0
"ENSMUSG00000027831",11,12,20,10,10,4
"ENSMUSG00000097968",0,2,0,0,0,1
"ENSMUSG00000027832",2,6,8,4,8,8
"ENSMUSG00000103600",4,0,0,0,0,0
"ENSMUSG00000103700",0,2,8,0,0,0
"ENSMUSG00000027833",62,20,13,12,12,4
"ENSMUSG00000034544",4047,3585,2402,2521,1852,1414
"ENSMUSG00000065245",2,0,0,2,4,0
"ENSMUSG00000048416",32,32,84,62,103,80
"ENSMUSG00000027774",9631,8323,10402,9381,12069,9111
"ENSMUSG00000047557",728,506,441,337,864,690
"ENSMUSG00000103703",34,82,84,64,56,72
"ENSMUSG00000049404",19,40,10,18,64,44
"ENSMUSG00000103718",2,0,5,1,2,8
"ENSMUSG00000027775",19729,15951,6610,5527,7640,5154
"ENSMUSG00000103206",8,16,5,2,8,0
"ENSMUSG00000051777",0,2,1,0,0,0
"ENSMUSG00000027777",447,330,382,350,332,262
"ENSMUSG00000102846",2,0,0,1,0,0
"ENSMUSG00000103345",0,0,0,0,12,0
"ENSMUSG00000084617",4,0,0,2,0,3
"ENSMUSG00000027776",0,0,0,0,6,4
"ENSMUSG00000058360",2,1,4,2,0,0
"ENSMUSG00000102677",0,0,0,0,3,7
"ENSMUSG00000102936",2,0,1,0,2,4
"ENSMUSG00000091272",6,7,4,4,2,5
"ENSMUSG00000046999",139,89,46,13,93,66
"ENSMUSG00000027778",3397,3151,3344,3537,2875,2126
"ENSMUSG00000093384",0,6,0,8,2,2
"ENSMUSG00000103007",0,1,1,0,0,0
"ENSMUSG00000093402",16,20,18,12,16,12
"ENSMUSG00000093505",4,10,2,0,8,6
"ENSMUSG00000111756",1,5,2,5,6,4
"ENSMUSG00000034349",25570,22422,21458,22142,22730,16393
"ENSMUSG00000065580",0,1,6,4,2,1
"ENSMUSG00000065606",0,1,1,1,4,1
"ENSMUSG00000034317",6567,2719,2102,2652,5179,6181
"ENSMUSG00000027782",9147,6261,8399,8809,10472,8213
"ENSMUSG00000089417",3166,5985,4881,5214,3590,2569
"ENSMUSG00000103094",78,197,134,141,96,136
"ENSMUSG00000027784",1657,1450,819,744,557,397
"ENSMUSG00000091315",12,22,12,7,5,7
"ENSMUSG00000090941",2,4,2,3,0,5
"ENSMUSG00000090743",4,8,8,6,0,3
"ENSMUSG00000098006",18,12,16,10,4,2
"ENSMUSG00000043300",212,187,1135,1189,63,62
"ENSMUSG00000068969",14,0,0,4,0,0
"ENSMUSG00000027787",9888,6444,8708,8569,10202,7543
"ENSMUSG00000043461",0,0,0,2,0,2
"ENSMUSG00000103549",4,27,61,11,15,2
"ENSMUSG00000102525",10,12,13,13,19,11
"ENSMUSG00000027788",4,0,12,5,14,8
"ENSMUSG00000102663",2,0,0,0,0,0
"ENSMUSG00000104023",0,2,0,0,0,0
"ENSMUSG00000074877",0,0,0,0,0,1
"ENSMUSG00000102666",2,0,4,0,0,0
"ENSMUSG00000103396",1,0,0,0,0,0
"ENSMUSG00000103815",0,3,2,2,6,3
"ENSMUSG00000098189",2,0,0,0,0,0
"ENSMUSG00000103279",2,0,0,0,0,0
"ENSMUSG00000027790",16,10,2,0,51,11
"ENSMUSG00000048304",2,0,0,0,10,4
"ENSMUSG00000103428",1,2,0,0,0,0
"ENSMUSG00000027792",389,305,217,230,184,112
"ENSMUSG00000096400",0,0,0,0,2,0
"ENSMUSG00000102809",2,0,3,1,0,3
"ENSMUSG00000102420",30,30,18,52,12,24
"ENSMUSG00000034151",435,489,341,349,430,266
"ENSMUSG00000034139",0,0,0,2,0,0
"ENSMUSG00000027835",2798,1838,2022,2399,1891,1531
"ENSMUSG00000027834",445,335,401,355,410,262
"ENSMUSG00000102625",2,14,2,2,6,12
"ENSMUSG00000099370",6361,4501,8757,8879,14535,10643
"ENSMUSG00000034109",885,843,641,572,431,329
"ENSMUSG00000103024",5,11,14,25,8,6
"ENSMUSG00000104448",0,0,0,2,0,0
"ENSMUSG00000034098",7,14,88,142,12,15
"ENSMUSG00000103920",4,0,1,4,0,2
"ENSMUSG00000102489",4,2,0,0,1,4
"ENSMUSG00000102637",0,0,0,0,3,0
"ENSMUSG00000103817",2,0,0,0,0,0
"ENSMUSG00000084370",84,35,54,43,124,62
"ENSMUSG00000091361",0,0,1,0,0,0
"ENSMUSG00000070443",8,12,11,10,2,24
"ENSMUSG00000037096",53,36,15,31,43,28
"ENSMUSG00000062232",4042,3933,5389,4739,2111,2000
"ENSMUSG00000064693",2,6,3,0,0,1
"ENSMUSG00000104585",15,11,6,25,13,29
"ENSMUSG00000102545",8,2,16,2,0,4
"ENSMUSG00000091685",9,28,4,16,1,13
"ENSMUSG00000061175",22235,17866,5997,6247,6876,7001
"ENSMUSG00000089746",4,18,6,5,10,22
"ENSMUSG00000068957",8,5,25,32,19,33
"ENSMUSG00000103564",0,0,2,0,0,0
"ENSMUSG00000027804",10540,10929,13596,15150,21100,15752
"ENSMUSG00000027809",3182,2240,2415,2061,1519,1083
"ENSMUSG00000102370",4,8,3,2,8,7
"ENSMUSG00000027811",1185,766,716,794,626,467
"ENSMUSG00000034009",16,8,13,2,2,6
"ENSMUSG00000027956",2048,1138,133,154,111,83
"ENSMUSG00000077461",5,0,0,0,1,0
"ENSMUSG00000102191",1,0,0,0,0,0
"ENSMUSG00000027955",2407,901,1496,1151,927,624
"ENSMUSG00000033981",2,0,0,0,0,0
"ENSMUSG00000028020",119,43,53,34,9,12
"ENSMUSG00000105092",0,0,0,0,0,2
"ENSMUSG00000103419",7,17,38,22,19,23
"ENSMUSG00000106293",9,1,3,8,3,6
"ENSMUSG00000028019",2997,1388,1399,1343,845,744
"ENSMUSG00000085106",6,20,29,23,7,11
"ENSMUSG00000104732",4,0,0,1,0,0
"ENSMUSG00000089444",0,0,0,0,2,0
"ENSMUSG00000056023",0,0,0,0,4,0
"ENSMUSG00000028015",6,4,1,12,36,39
"ENSMUSG00000028011",2,0,4,4,0,2
"ENSMUSG00000028008",0,0,1,0,0,0
"ENSMUSG00000028005",16,26,34,26,46,18
"ENSMUSG00000033910",1,0,0,0,0,0
"ENSMUSG00000033900",1202,1151,896,963,1135,968
"ENSMUSG00000028004",2,0,0,0,2,0
"ENSMUSG00000104898",1,0,0,0,0,0
"ENSMUSG00000033882",18,28,25,22,31,10
"ENSMUSG00000086273",0,0,0,2,0,0
"ENSMUSG00000028003",16,16,4,9,4,4
"ENSMUSG00000102595",4,3,0,1,0,0
"ENSMUSG00000033860",80,25,2,2,4,0
"ENSMUSG00000028001",22,20,63,71,2,0
"ENSMUSG00000027998",11324,7217,9092,8615,7395,5586
"ENSMUSG00000074517",2,0,0,1,0,0
"ENSMUSG00000102692",2,6,15,2,22,14
"ENSMUSG00000103459",0,2,0,0,0,0
"ENSMUSG00000084596",0,0,2,0,0,0
"ENSMUSG00000027996",1043,607,1122,785,1802,1272
"ENSMUSG00000097250",22,6,14,12,66,42
"ENSMUSG00000104082",7,1,4,2,1,0
"ENSMUSG00000027995",3363,2523,1462,1175,679,491
"ENSMUSG00000033767",5340,5026,4703,4218,6724,5662
"ENSMUSG00000103261",6,8,2,8,1,2
"ENSMUSG00000033752",1528,1141,1030,1143,2103,1540
"ENSMUSG00000027993",9604,7299,5690,6922,3461,3361
"ENSMUSG00000104043",15,55,14,26,12,14
"ENSMUSG00000104004",0,0,2,2,5,2
"ENSMUSG00000041842",66,85,58,38,45,54
"ENSMUSG00000074513",462,342,360,377,286,267
"ENSMUSG00000102805",0,9,1,1,4,0
"ENSMUSG00000085625",0,3,6,10,0,13
"ENSMUSG00000103741",4,0,7,11,6,6
"ENSMUSG00000047819",2,4,0,0,0,0
"ENSMUSG00000056498",15,13,38,39,299,256
"ENSMUSG00000028086",6319,5502,7723,6492,4406,3146
"ENSMUSG00000102919",22,66,76,60,69,111
"ENSMUSG00000104290",0,2,0,0,0,0
"ENSMUSG00000102703",20,16,34,10,42,20
"ENSMUSG00000099995",2,1,0,0,0,0
"ENSMUSG00000105012",0,0,2,0,0,0
"ENSMUSG00000110441",2,0,0,0,0,0
"ENSMUSG00000085527",11,11,16,20,21,30
"ENSMUSG00000028085",1976,1639,1383,1446,1900,1440
"ENSMUSG00000051000",145,169,80,96,52,22
"ENSMUSG00000031286",11,6,2,2,0,0
"ENSMUSG00000106508",4,0,0,2,0,0
"ENSMUSG00000044330",35,17,19,27,25,24
"ENSMUSG00000028082",13443,10943,10282,9614,6196,5022
"ENSMUSG00000049013",54,73,40,36,38,48
"ENSMUSG00000065847",7,5,4,1,3,3
"ENSMUSG00000028081",45472,24303,23377,22579,22736,17275
"ENSMUSG00000064984",41,72,39,42,52,34
"ENSMUSG00000064390",31,81,76,55,86,54
"ENSMUSG00000103408",7,4,2,17,19,6
"ENSMUSG00000028080",8889,11465,5752,5953,4640,4318
"ENSMUSG00000103759",0,0,0,2,0,1
"ENSMUSG00000077744",0,0,0,2,0,0
"ENSMUSG00000065764",0,2,0,1,0,1
"ENSMUSG00000064867",0,6,1,2,3,0
"ENSMUSG00000057777",9,41,13,8,19,12
"ENSMUSG00000094392",49,32,53,46,19,7
"ENSMUSG00000104108",12,53,10,10,5,14
"ENSMUSG00000028078",7935,10582,5292,5189,1419,1924
"ENSMUSG00000104074",18,28,25,8,13,18
"ENSMUSG00000064872",0,0,0,0,0,2
"ENSMUSG00000103650",0,0,0,0,1,0
"ENSMUSG00000041750",121,88,116,68,14,22
"ENSMUSG00000028076",664,734,609,674,235,244
"ENSMUSG00000104265",2,1,0,6,2,0
"ENSMUSG00000041734",5873,5504,4666,3948,381,441
"ENSMUSG00000102893",48,96,105,105,15,26
"ENSMUSG00000074506",174,171,218,236,278,184
"ENSMUSG00000015852",0,0,0,2,0,4
"ENSMUSG00000015854",0,4,4,2,2,0
"ENSMUSG00000059994",8,16,12,13,0,3
"ENSMUSG00000048031",40,58,82,86,15,29
"ENSMUSG00000003382",3377,2909,2302,1940,1144,936
"ENSMUSG00000041977",5599,4596,4076,3562,2319,2088
"ENSMUSG00000023084",16,52,11,25,12,20
"ENSMUSG00000028073",14,22,10,10,12,6
"ENSMUSG00000028072",58,47,14,16,31,44
"ENSMUSG00000005640",1,2,2,0,0,5
"ENSMUSG00000028071",0,77,6,4,7,3
"ENSMUSG00000004895",7280,4344,5937,4904,4635,3390
"ENSMUSG00000004897",41715,27884,37814,39613,51590,39892
"ENSMUSG00000019710",5424,4093,5462,5162,5798,4465
"ENSMUSG00000004896",1234,1427,1297,1091,866,853
"ENSMUSG00000048039",11941,7083,8546,7154,10248,7132
"ENSMUSG00000004885",118,117,466,494,2728,1597
"ENSMUSG00000103792",0,0,6,2,0,3
"ENSMUSG00000004891",1716,1824,1477,1805,1460,995
"ENSMUSG00000004892",38,35,44,35,33,33
"ENSMUSG00000004894",0,0,0,0,6,0
"ENSMUSG00000105843",13,6,14,34,11,4
"ENSMUSG00000028069",2252,1793,3232,2956,4123,2175
"ENSMUSG00000028070",4264,3017,3076,2879,1928,1476
"ENSMUSG00000051036",0,0,0,0,0,2
"ENSMUSG00000028068",6819,8023,5924,5350,4460,4025
"ENSMUSG00000001419",2236,1260,1673,1172,1299,1437
"ENSMUSG00000096935",22,24,38,26,43,21
"ENSMUSG00000097280",2,0,0,0,0,0
"ENSMUSG00000097428",10,0,2,0,0,0
"ENSMUSG00000097156",4,4,9,10,10,13
"ENSMUSG00000104445",152,83,154,102,35,21
"ENSMUSG00000103766",4,19,37,38,30,26
"ENSMUSG00000010538",170,115,286,302,471,429
"ENSMUSG00000103574",36,86,73,68,56,35
"ENSMUSG00000001416",73746,53481,65751,64302,76419,55597
"ENSMUSG00000001418",12092,9246,4555,4032,2719,2032
"ENSMUSG00000001420",424,202,350,339,562,442
"ENSMUSG00000001415",14898,14111,16318,14443,14279,11409
"ENSMUSG00000041423",15,40,13,15,18,12
"ENSMUSG00000074489",530,918,994,595,184,128
"ENSMUSG00000096792",0,0,0,1,4,2
"ENSMUSG00000078691",0,1,0,0,0,0
"ENSMUSG00000074483",0,2,3,1,1,0
"ENSMUSG00000028066",4760,3863,5170,4603,4122,3603
"ENSMUSG00000050144",4959,3479,2252,1999,1350,918
"ENSMUSG00000106568",10,8,14,2,4,4
"ENSMUSG00000028064",704,303,373,381,286,237
"ENSMUSG00000028063",2326,770,819,846,881,836
"ENSMUSG00000103115",71,90,60,59,74,59
"ENSMUSG00000074480",8821,5978,3286,3235,5437,4693
"ENSMUSG00000008601",221,150,101,72,619,495
"ENSMUSG00000028062",3419,2010,2087,1814,1604,1254
"ENSMUSG00000008604",18861,13477,16048,13456,13364,9994
"ENSMUSG00000041355",26001,17202,27566,24438,19803,15727
"ENSMUSG00000074479",2510,1616,1640,1787,1695,1408
"ENSMUSG00000028059",6980,5940,4620,4304,5292,5452
"ENSMUSG00000093390",2,5,11,1,5,1
"ENSMUSG00000049741",0,17,0,2,2,6
"ENSMUSG00000105512",17,7,29,43,29,43
"ENSMUSG00000028060",8110,8027,6785,7080,7312,6232
"ENSMUSG00000105448",0,1,0,0,0,0
"ENSMUSG00000084433",6,38,19,22,26,14
"ENSMUSG00000028057",1284,908,666,611,715,519
"ENSMUSG00000091881",0,5,4,4,3,4
"ENSMUSG00000104333",0,0,0,0,0,2
"ENSMUSG00000068923",292,176,230,196,986,715
"ENSMUSG00000078684",797,844,927,883,817,743
"ENSMUSG00000098912",324,366,314,303,338,375
"ENSMUSG00000054199",4917,5552,7367,6513,5176,4573
"ENSMUSG00000106218",8,13,21,15,8,9
"ENSMUSG00000064738",1,7,7,12,2,3
"ENSMUSG00000068922",9051,6517,7485,7252,8529,6643
"ENSMUSG00000065236",2,2,3,1,2,5
"ENSMUSG00000068921",10422,7439,6910,6703,6388,5136
"ENSMUSG00000028053",3669,5613,3707,4136,3146,3634
"ENSMUSG00000095712",33,6,12,10,8,2
"ENSMUSG00000077804",0,3,7,2,2,6
"ENSMUSG00000105204",0,1,3,0,0,0
"ENSMUSG00000041263",347,160,199,142,83,135
"ENSMUSG00000059743",1650,1310,1902,2257,2621,2198
"ENSMUSG00000077148",2,2,7,13,14,30
"ENSMUSG00000105654",0,0,0,2,0,2
"ENSMUSG00000041237",33,35,5,6,23,15
"ENSMUSG00000028051",143,149,161,124,177,175
"ENSMUSG00000068917",4351,4335,3547,3227,3450,3178
"ENSMUSG00000028049",3331,2434,2128,1799,1887,1425
"ENSMUSG00000086718",5,7,5,7,5,9
"ENSMUSG00000032657",368,208,206,189,221,241
"ENSMUSG00000094489",0,1,0,2,0,1
"ENSMUSG00000028048",5220,4331,2473,2423,1984,1515
"ENSMUSG00000064068",3261,2460,3374,2876,3524,2757
"ENSMUSG00000105692",347,511,273,209,245,191
"ENSMUSG00000028047",207,167,402,434,1437,1233
"ENSMUSG00000076255",1,3,2,5,1,3
"ENSMUSG00000042784",98,160,52,49,13,14
"ENSMUSG00000042766",16,24,27,16,391,291
"ENSMUSG00000042747",2950,1617,2564,2237,3102,2654
"ENSMUSG00000042737",1207,506,527,467,382,340
"ENSMUSG00000027953",1212,743,550,508,316,244
"ENSMUSG00000027954",128,94,40,51,58,38
"ENSMUSG00000028039",1458,821,345,306,234,162
"ENSMUSG00000086389",18,5,36,39,13,10
"ENSMUSG00000028040",2302,1229,1521,1310,876,566
"ENSMUSG00000097004",26,24,26,28,6,15
"ENSMUSG00000028041",1430,1247,1101,757,544,421
"ENSMUSG00000042672",41,32,38,32,10,3
"ENSMUSG00000109293",29,11,10,2,2,2
"ENSMUSG00000028042",2912,1890,3140,2552,2671,1844
"ENSMUSG00000074466",55,40,74,69,109,101
"ENSMUSG00000042642",2917,2109,2003,1907,1146,977
"ENSMUSG00000028044",6295,4364,10168,9949,13905,10574
"ENSMUSG00000042626",12364,9472,14112,13185,12407,9446
"ENSMUSG00000047824",7642,4801,5004,3952,3535,2723
"ENSMUSG00000042613",2923,2555,1013,942,646,449
"ENSMUSG00000027952",2972,2278,1714,2226,2089,1838
"ENSMUSG00000000794",20,25,84,136,6,6
"ENSMUSG00000027951",6415,5901,6485,6078,4641,4380
"ENSMUSG00000027950",158,254,132,159,168,142
"ENSMUSG00000042579",522,356,338,445,594,494
"ENSMUSG00000042572",11915,9598,8664,7963,8374,6754
"ENSMUSG00000106564",5,8,13,10,0,0
"ENSMUSG00000046280",2548,2508,2902,2566,24,58
"ENSMUSG00000027947",2213,2369,1976,1890,66,84
"ENSMUSG00000105941",27,21,30,14,0,0
"ENSMUSG00000060671",15814,12415,13150,11233,2704,2653
"ENSMUSG00000105082",18,9,18,13,28,24
"ENSMUSG00000065045",19,15,34,28,5,12
"ENSMUSG00000027944",7252,4781,4466,4331,4103,3204
"ENSMUSG00000105552",48,78,40,24,27,17
"ENSMUSG00000042520",14479,13543,11159,11045,11949,10540
"ENSMUSG00000077569",7,14,4,1,11,7
"ENSMUSG00000098397",4,13,7,6,4,4
"ENSMUSG00000027942",950,822,531,469,646,499
"ENSMUSG00000090005",26,18,16,7,14,2
"ENSMUSG00000027940",27463,23182,32962,29179,24423,18514
"ENSMUSG00000027939",205,475,417,287,361,256
"ENSMUSG00000064930",5,4,3,10,4,0
"ENSMUSG00000104649",152,88,76,68,66,62
"ENSMUSG00000090733",66370,39721,39920,37822,37357,29776
"ENSMUSG00000027935",446,314,251,246,311,180
"ENSMUSG00000027937",1973,1577,1659,1780,2264,1766
"ENSMUSG00000027938",267,117,87,106,77,86
"ENSMUSG00000052310",7719,4961,2456,2401,1437,1101
"ENSMUSG00000027936",693,621,543,607,534,509
"ENSMUSG00000042404",1845,1636,776,561,359,467
"ENSMUSG00000099199",0,0,2,0,0,0
"ENSMUSG00000105350",15,16,51,35,62,52
"ENSMUSG00000042390",6509,4585,3796,3274,3488,4098
"ENSMUSG00000108394",68,137,142,120,109,191
"ENSMUSG00000108689",15,68,30,39,20,72
"ENSMUSG00000027932",3507,3221,2110,1655,1195,885
"ENSMUSG00000027933",14827,13189,13082,12207,11743,9341
"ENSMUSG00000027931",1621,1545,1503,1151,750,651
"ENSMUSG00000087411",18,14,17,26,16,12
"ENSMUSG00000105746",1,3,1,2,1,0
"ENSMUSG00000001016",20758,15898,19446,17822,18096,13000
"ENSMUSG00000001018",3574,2385,2522,2355,2071,1813
"ENSMUSG00000001017",16383,14657,14018,13573,13981,9970
"ENSMUSG00000044080",2426,954,325,279,43,31
"ENSMUSG00000042312",5197,2721,860,649,40,32
"ENSMUSG00000042306",16,80,26,18,0,0
"ENSMUSG00000074457",38,36,48,68,74,40
"ENSMUSG00000094018",0,0,0,1,0,2
"ENSMUSG00000001021",1,0,4,14,3,0
"ENSMUSG00000001025",130,158,2975,3109,548,471
"ENSMUSG00000105644",2,0,0,9,2,1
"ENSMUSG00000063767",0,0,2,0,0,2
"ENSMUSG00000042250",3,0,0,0,0,0
"ENSMUSG00000105892",8,0,4,4,15,10
"ENSMUSG00000106174",0,3,0,0,0,0
"ENSMUSG00000086377",2,0,0,0,4,1
"ENSMUSG00000091175",56,28,32,37,32,26
"ENSMUSG00000042244",1,2,50,64,24,18
"ENSMUSG00000082826",1,4,3,0,0,3
"ENSMUSG00000043165",2,2,23,16,6,16
"ENSMUSG00000106143",2,0,0,0,0,0
"ENSMUSG00000105476",0,0,2,0,6,5
"ENSMUSG00000068893",0,1,0,0,0,0
"ENSMUSG00000103286",45,19,18,7,10,5
"ENSMUSG00000104028",101,40,37,24,21,29
"ENSMUSG00000074445",2,0,0,0,0,0
"ENSMUSG00000050092",19,3,8,2,2,4
"ENSMUSG00000055030",1,0,0,0,1,0
"ENSMUSG00000042157",2,0,0,0,0,0
"ENSMUSG00000042165",96,16,52,46,50,29
"ENSMUSG00000049128",0,0,0,0,10,0
"ENSMUSG00000103523",2,0,0,0,0,0
"ENSMUSG00000104215",0,0,0,0,4,0
"ENSMUSG00000042092",4,0,0,0,0,0
"ENSMUSG00000091421",897,630,537,629,618,507
"ENSMUSG00000095870",0,0,0,0,11,6
"ENSMUSG00000059832",2,0,2,0,0,0
"ENSMUSG00000102469",0,0,0,0,0,1
"ENSMUSG00000090314",0,0,0,0,0,2
"ENSMUSG00000054325",0,2,0,4,0,0
"ENSMUSG00000042031",0,0,0,0,0,2
"ENSMUSG00000104364",0,0,1,0,0,0
"ENSMUSG00000068885",0,2,1,0,0,0
"ENSMUSG00000027913",0,0,41,44,121,122
"ENSMUSG00000027912",0,0,0,1,4,0
"ENSMUSG00000104298",0,3,0,0,0,0
"ENSMUSG00000096879",44,84,407,124,72,4
"ENSMUSG00000078657",0,4,2,0,0,0
"ENSMUSG00000102609",0,0,6,0,2,2
"ENSMUSG00000102439",0,0,0,2,0,2
"ENSMUSG00000081640",2060,1015,1012,871,1015,968
"ENSMUSG00000102485",0,0,0,0,0,2
"ENSMUSG00000102476",0,0,1,2,1,0
"ENSMUSG00000041991",2,6,3,8,0,2
"ENSMUSG00000103765",0,2,4,2,0,2
"ENSMUSG00000041984",0,4,8,6,10,6
"ENSMUSG00000057829",5,0,2,2,2,3
"ENSMUSG00000052415",38,38,90,34,62,34
"ENSMUSG00000027908",2,1,0,0,0,0
"ENSMUSG00000104135",0,0,0,0,1,0
"ENSMUSG00000027907",504,268,397,428,126,74
"ENSMUSG00000041959",2160,1342,7495,7605,3421,2896
"ENSMUSG00000103406",20,68,261,89,40,15
"ENSMUSG00000104470",0,0,2,0,0,0
"ENSMUSG00000103362",0,4,7,10,8,0
"ENSMUSG00000094084",4,0,52,12,5,2
"ENSMUSG00000103350",0,1,14,5,0,0
"ENSMUSG00000102511",0,1,0,0,0,0
"ENSMUSG00000103210",0,6,15,15,2,1
"ENSMUSG00000068879",0,18,16,27,14,8
"ENSMUSG00000060256",40,97,494,153,61,9
"ENSMUSG00000058005",48,91,606,163,81,14
"ENSMUSG00000103512",0,0,4,0,0,0
"ENSMUSG00000102169",22,59,241,72,37,8
"ENSMUSG00000102933",0,2,2,0,2,0
"ENSMUSG00000095822",2,4,14,4,2,0
"ENSMUSG00000094163",0,0,1,0,0,0
"ENSMUSG00000104460",21,32,124,51,17,8
"ENSMUSG00000104059",4,6,48,10,12,6
"ENSMUSG00000094328",2,8,4,0,0,0
"ENSMUSG00000102462",9,16,136,38,15,6
"ENSMUSG00000104338",2,26,93,21,14,0
"ENSMUSG00000102949",2,4,0,0,3,0
"ENSMUSG00000102311",4,25,123,55,17,7
"ENSMUSG00000089826",0,1,2,0,0,0
"ENSMUSG00000074424",19,17,183,51,32,8
"ENSMUSG00000090268",10,37,151,45,17,2
"ENSMUSG00000089689",14,16,105,20,21,2
"ENSMUSG00000089893",0,13,22,13,1,2
"ENSMUSG00000089696",68,170,826,244,131,41
"ENSMUSG00000089891",0,3,4,0,0,0
"ENSMUSG00000028145",205,121,323,342,243,183
"ENSMUSG00000105506",2,2,0,6,0,2
"ENSMUSG00000028148",42,58,50,25,46,22
"ENSMUSG00000105708",2,0,2,0,4,12
"ENSMUSG00000091648",0,2,0,0,2,7
"ENSMUSG00000104669",0,0,1,0,2,4
"ENSMUSG00000028150",23,21,4,3,182,130
"ENSMUSG00000044505",0,0,0,0,1,0
"ENSMUSG00000097515",0,0,0,0,3,0
"ENSMUSG00000041912",23,44,58,39,82,59
"ENSMUSG00000106032",0,0,24,2,2,10
"ENSMUSG00000028141",4,4,10,5,14,3
"ENSMUSG00000028140",5113,2901,2926,2656,3561,2736
"ENSMUSG00000104695",14,10,12,0,20,22
"ENSMUSG00000028139",0,4,2,0,4,5
"ENSMUSG00000028137",23,64,29,26,40,34
"ENSMUSG00000028136",8974,6540,6388,5564,6838,6491
"ENSMUSG00000106061",13,10,10,12,10,28
"ENSMUSG00000104631",10,1,0,0,4,4
"ENSMUSG00000105412",14,25,9,21,9,15
"ENSMUSG00000105522",0,2,0,0,0,2
"ENSMUSG00000062896",9,4,2,0,5,2
"ENSMUSG00000005968",663,702,364,238,219,157
"ENSMUSG00000085250",5,4,2,2,0,2
"ENSMUSG00000085006",6,6,4,4,13,14
"ENSMUSG00000068877",1,0,0,0,0,0
"ENSMUSG00000081355",19,13,16,4,2,4
"ENSMUSG00000068876",294,260,557,687,2182,1897
"ENSMUSG00000084058",0,0,0,2,0,0
"ENSMUSG00000038902",6642,4850,4182,3881,3802,4484
"ENSMUSG00000005779",25014,15009,19014,18372,21731,17250
"ENSMUSG00000068874",315,120,36,32,14,16
"ENSMUSG00000005774",1663,1251,553,565,869,737
"ENSMUSG00000087660",1,2,9,0,0,2
"ENSMUSG00000038861",5487,4172,3595,3324,2629,2137
"ENSMUSG00000084846",54,183,83,72,38,55
"ENSMUSG00000086288",37,75,41,46,25,49
"ENSMUSG00000099033",8,11,4,6,7,2
"ENSMUSG00000019338",5487,4705,3787,3435,4079,4034
"ENSMUSG00000085956",341,254,310,332,516,420
"ENSMUSG00000005625",18707,13025,17128,15546,16002,11863
"ENSMUSG00000028126",4957,4133,3231,3041,3591,2979
"ENSMUSG00000064952",9,5,18,8,6,8
"ENSMUSG00000064590",2,3,1,4,5,6
"ENSMUSG00000008958",4496,2440,2244,2330,2491,2192
"ENSMUSG00000005628",18,38,15,18,14,9
"ENSMUSG00000092607",2045,1389,1674,1568,1416,1164
"ENSMUSG00000053769",105,63,71,50,77,66
"ENSMUSG00000013707",39,56,24,34,33,28
"ENSMUSG00000098198",0,7,0,7,4,0
"ENSMUSG00000038777",2041,944,490,436,294,274
"ENSMUSG00000038766",9071,9167,9067,8921,9890,7814
"ENSMUSG00000097167",39,47,72,49,77,63
"ENSMUSG00000053192",990,630,689,714,1156,1151
"ENSMUSG00000046722",9392,6303,5096,4673,8325,6159
"ENSMUSG00000068860",833,396,61,72,131,102
"ENSMUSG00000028115",294,132,70,83,727,489
"ENSMUSG00000015711",6438,4945,4890,5237,8739,7413
