"","SRR7624365","SRR7624366","SRR7624371","SRR7624372","SRR7624375","SRR7624376"
"ENSMUSG00000117647",6,6,12,4,7,3
"ENSMUSG00000024253",702,387,416,366,465,289
"ENSMUSG00000024254",2,8,0,0,1,2
"ENSMUSG00000024120",28770,24938,21041,20157,24789,18206
"ENSMUSG00000117412",77,285,128,115,156,164
"ENSMUSG00000117595",0,0,0,0,4,7
"ENSMUSG00000117631",0,2,0,0,0,0
"ENSMUSG00000097047",25,14,27,20,17,43
"ENSMUSG00000061130",11957,8415,6513,6237,6156,5106
"ENSMUSG00000024131",9,19,6,8,6,8
"ENSMUSG00000024127",4207,3056,3648,3427,4969,4173
"ENSMUSG00000071037",717,645,444,417,296,274
"ENSMUSG00000097803",2,20,11,14,2,2
"ENSMUSG00000093460",2,4,16,8,9,14
"ENSMUSG00000038805",2,6,0,0,6,2
"ENSMUSG00000099635",0,2,0,0,0,0
"ENSMUSG00000024134",0,0,2,0,6,0
"ENSMUSG00000117422",0,1,0,2,3,4
"ENSMUSG00000100345",2,3,0,0,0,0
"ENSMUSG00000117501",0,0,0,1,0,0
"ENSMUSG00000024135",5602,4786,6059,6272,8510,6836
"ENSMUSG00000045038",377,100,181,149,73,85
"ENSMUSG00000117546",2,1,6,4,6,6
"ENSMUSG00000100738",2,1,2,1,0,1
"ENSMUSG00000071036",2,0,2,0,2,2
"ENSMUSG00000117568",2,0,0,4,0,2
"ENSMUSG00000087710",3,0,0,1,0,0
"ENSMUSG00000024140",1587,999,3614,3053,1634,2117
"ENSMUSG00000117538",2,2,20,32,3,12
"ENSMUSG00000099798",0,0,0,0,0,1
"ENSMUSG00000037689",0,0,4,0,2,2
"ENSMUSG00000053375",0,0,1,0,2,0
"ENSMUSG00000024143",1317,815,411,379,295,338
"ENSMUSG00000117628",27,43,5,7,10,12
"ENSMUSG00000024145",1421,587,610,812,939,678
"ENSMUSG00000024146",2234,1412,2014,2255,2399,1617
"ENSMUSG00000071035",94,62,58,55,38,28
"ENSMUSG00000037104",1384,639,659,542,393,312
"ENSMUSG00000095035",0,0,0,0,2,0
"ENSMUSG00000117384",8,4,0,8,21,16
"ENSMUSG00000024150",3139,1807,1749,1866,1612,1351
"ENSMUSG00000085287",23,24,18,15,19,12
"ENSMUSG00000036918",1678,830,296,319,422,390
"ENSMUSG00000089701",5,6,1,3,3,1
"ENSMUSG00000089755",14,9,0,0,2,1
"ENSMUSG00000036557",5,6,1,0,3,0
"ENSMUSG00000036438",25534,20580,26369,28811,29094,21429
"ENSMUSG00000117545",0,3,0,0,0,0
"ENSMUSG00000117486",8,4,23,29,1,0
"ENSMUSG00000100847",0,0,0,0,2,3
"ENSMUSG00000117361",2,0,0,2,4,4
"ENSMUSG00000117414",3,0,1,3,16,12
"ENSMUSG00000045394",3342,1944,4587,4927,19744,15128
"ENSMUSG00000024151",38176,30341,36175,34795,28621,22832
"ENSMUSG00000050138",8,2,12,6,16,18
"ENSMUSG00000117466",44,18,23,39,50,32
"ENSMUSG00000093922",0,0,1,0,0,0
"ENSMUSG00000117455",2,0,0,0,0,2
"ENSMUSG00000117522",2,0,3,0,3,3
"ENSMUSG00000005370",89438,92115,108623,101553,89702,71061
"ENSMUSG00000005371",7072,3914,2799,2607,1854,2315
"ENSMUSG00000058869",2,0,0,3,4,0
"ENSMUSG00000097676",11,9,6,17,3,11
"ENSMUSG00000117369",23,23,7,22,15,29
"ENSMUSG00000117351",0,2,2,4,0,2
"ENSMUSG00000117497",1,2,4,3,10,3
"ENSMUSG00000095624",4,2,8,0,0,6
"ENSMUSG00000034998",12560,9643,6362,6189,4520,3854
"ENSMUSG00000034709",4053,2950,2642,2573,1838,1416
"ENSMUSG00000103075",1,2,2,4,6,7
"ENSMUSG00000033855",732,475,364,366,125,135
"ENSMUSG00000117398",4,8,2,6,0,0
"ENSMUSG00000117567",0,0,0,2,0,0
"ENSMUSG00000024154",10,1,16,6,34,3
"ENSMUSG00000024107",0,0,1,1,0,0
"ENSMUSG00000032937",1,0,0,0,0,0
"ENSMUSG00000066878",92,46,108,106,132,111
"ENSMUSG00000117635",0,2,2,2,1,1
"ENSMUSG00000024109",29,40,110,107,959,647
"ENSMUSG00000093716",2,0,2,2,0,4
"ENSMUSG00000092549",2,0,0,0,0,3
"ENSMUSG00000090160",0,0,0,0,2,0
"ENSMUSG00000117572",2,0,0,0,4,0
"ENSMUSG00000117629",0,2,0,2,0,0
"ENSMUSG00000087425",3,3,0,3,6,1
"ENSMUSG00000117417",0,0,1,1,0,0
"ENSMUSG00000117433",2,2,6,0,3,3
"ENSMUSG00000105064",1,0,0,0,0,0
"ENSMUSG00000117625",0,0,0,0,0,6
"ENSMUSG00000117409",0,0,0,0,0,2
"ENSMUSG00000024256",38,46,14,30,18,8
"ENSMUSG00000094473",0,6,4,0,0,0
"ENSMUSG00000117452",44,72,44,58,56,66
"ENSMUSG00000117368",0,1,0,0,3,6
"ENSMUSG00000117476",2,4,2,2,3,2
"ENSMUSG00000117586",0,4,9,2,3,0
"ENSMUSG00000055660",5449,3526,4234,4778,6010,4996
"ENSMUSG00000098090",1166,1452,740,693,566,470
"ENSMUSG00000066057",537,773,660,539,502,511
"ENSMUSG00000088591",2,13,12,9,3,4
"ENSMUSG00000117642",16,9,7,5,7,8
"ENSMUSG00000117653",30,29,25,32,25,15
"ENSMUSG00000117499",486,444,453,458,584,443
"ENSMUSG00000117582",10,16,6,10,13,12
"ENSMUSG00000095193",3593,2045,2625,3031,1972,1333
"ENSMUSG00000065658",3,3,7,4,2,3
"ENSMUSG00000101796",1,0,0,0,0,0
"ENSMUSG00000100968",0,0,1,0,0,0
"ENSMUSG00000053211",941,1239,431,690,745,726
"ENSMUSG00000069053",3735,6040,5014,5616,4324,3659
"ENSMUSG00000101036",2,7,0,0,5,0
"ENSMUSG00000101107",0,0,2,0,0,0
"ENSMUSG00000101666",0,0,0,2,0,0
"ENSMUSG00000056673",251,592,425,545,577,436
"ENSMUSG00000069049",11516,8045,6815,7248,7742,5542
"ENSMUSG00000099876",17,47,81,52,82,64
"ENSMUSG00000091749",1,4,12,14,2,5
"ENSMUSG00000068457",5379,4367,3835,4245,5347,3909
"ENSMUSG00000069045",12424,9271,10915,9915,9961,6810
"ENSMUSG00000101059",13,9,29,28,37,13
"ENSMUSG00000099809",9,21,23,14,12,22
"ENSMUSG00000069044",145,182,400,376,602,328
"ENSMUSG00000100619",0,2,0,0,0,0
"ENSMUSG00000000103",72,63,29,56,50,66
"ENSMUSG00000099614",0,0,0,2,0,2
"ENSMUSG00000099973",0,0,0,0,0,1
"ENSMUSG00000101064",0,0,0,2,0,0
"ENSMUSG00000100360",1,0,0,0,0,2
"ENSMUSG00000100656",0,0,4,0,0,0
"ENSMUSG00000100446",0,0,2,0,0,0
"ENSMUSG00000099684",0,0,6,0,1,0
"ENSMUSG00000101769",1,0,0,0,0,0
"ENSMUSG00000100161",2,0,0,0,0,0
"ENSMUSG00000094081",0,0,0,0,0,2
"ENSMUSG00000075359",2,0,0,0,0,0
"ENSMUSG00000096538",0,2,0,0,0,0
"ENSMUSG00000118461",0,0,4,3,0,0
"ENSMUSG00000094529",0,0,0,2,0,0
"ENSMUSG00000101417",0,0,1,1,0,0
"ENSMUSG00000100699",2,0,0,0,0,0
"ENSMUSG00000096438",1,2,4,2,4,0
"ENSMUSG00000096275",0,0,0,1,0,0
"ENSMUSG00000101727",1,0,2,2,2,0
"ENSMUSG00000100091",0,0,2,0,0,0
"ENSMUSG00000094071",0,1,0,0,0,0
"ENSMUSG00000096332",0,0,4,0,0,0
"ENSMUSG00000100640",0,0,1,0,0,0
"ENSMUSG00000101005",0,2,0,4,0,0
"ENSMUSG00000101170",0,0,0,2,2,0
"ENSMUSG00000093993",0,0,0,4,0,0
"ENSMUSG00000094616",4,0,0,0,0,0
"ENSMUSG00000101321",0,0,0,0,0,2
"ENSMUSG00000100964",2,2,0,1,0,0
"ENSMUSG00000095366",5,5,2,2,2,1
"ENSMUSG00000095134",18,17,8,11,6,8
"ENSMUSG00000096768",1516,1695,1216,929,941,974
"ENSMUSG00000099871",269,394,227,214,203,190
"ENSMUSG00000096850",0,0,1,0,1,0
"ENSMUSG00000117547",21,32,4,3,0,0
"ENSMUSG00000093774",99,98,6,2,0,0
"ENSMUSG00000093444",2,2,0,0,0,0
"ENSMUSG00000117464",2,0,0,0,0,0
"ENSMUSG00000063889",621,677,804,855,639,605
"ENSMUSG00000097746",76,106,170,197,242,213
"ENSMUSG00000024231",15723,11800,11900,12777,11916,8898
"ENSMUSG00000117370",0,2,0,0,0,0
"ENSMUSG00000117389",0,2,0,1,0,0
"ENSMUSG00000096528",6,22,26,14,0,3
"ENSMUSG00000024232",1343,843,1712,1415,661,655
"ENSMUSG00000117463",2,2,0,2,2,2
"ENSMUSG00000084719",0,0,2,0,0,0
"ENSMUSG00000117395",2,8,0,0,0,0
"ENSMUSG00000073647",766,806,499,435,428,441
"ENSMUSG00000117482",0,0,2,6,1,0
"ENSMUSG00000024235",1368,1158,1281,1214,300,188
"ENSMUSG00000117401",18,21,34,29,35,21
"ENSMUSG00000097641",23,20,33,47,17,27
"ENSMUSG00000024234",3995,3031,3498,3334,3063,2452
"ENSMUSG00000117579",42,54,32,27,12,37
"ENSMUSG00000117640",6,4,13,6,0,0
"ENSMUSG00000117521",2,1,3,3,5,1
"ENSMUSG00000033960",2058,1687,1937,1581,988,1086
"ENSMUSG00000117585",10,0,8,0,0,4
"ENSMUSG00000097043",4,0,0,0,3,2
"ENSMUSG00000024236",5485,4543,3280,2996,1932,1783
"ENSMUSG00000097888",4,4,7,6,0,6
"ENSMUSG00000050945",449,371,322,293,237,187
"ENSMUSG00000117520",0,0,0,0,4,0
"ENSMUSG00000063087",40,123,30,45,4,13
"ENSMUSG00000097926",2,14,0,2,0,0
"ENSMUSG00000103138",95,66,75,94,35,34
"ENSMUSG00000024238",2590,3041,2303,2573,349,327
"ENSMUSG00000090078",5,13,4,14,0,6
"ENSMUSG00000080543",1,1,0,0,0,1
"ENSMUSG00000117508",0,4,0,0,0,0
"ENSMUSG00000117548",16,57,20,22,3,5
"ENSMUSG00000041225",9957,8159,5367,6286,6008,5018
"ENSMUSG00000006740",31624,28071,31981,31752,32028,22492
"ENSMUSG00000091165",6,10,5,8,5,8
"ENSMUSG00000117519",24,24,42,34,40,35
"ENSMUSG00000073640",2,0,2,2,0,1
"ENSMUSG00000095614",0,0,3,0,2,1
"ENSMUSG00000024240",3944,3821,3920,3383,3136,2228
"ENSMUSG00000101320",11,24,33,5,11,25
"ENSMUSG00000117425",2,0,2,2,0,0
"ENSMUSG00000117620",10,22,10,17,4,21
"ENSMUSG00000073639",9014,5113,2482,2776,2195,1475
"ENSMUSG00000117359",26,14,2,4,6,18
"ENSMUSG00000061013",589,283,213,231,383,231
"ENSMUSG00000117381",2,0,0,0,0,0
"ENSMUSG00000061802",0,1,0,0,8,2
"ENSMUSG00000117360",0,2,0,0,0,0
"ENSMUSG00000057440",4427,4118,3306,2986,3018,2283
"ENSMUSG00000117556",2,25,0,9,7,22
"ENSMUSG00000094334",2,6,12,2,4,12
"ENSMUSG00000117542",0,2,0,2,0,4
"ENSMUSG00000117462",0,0,0,0,1,0
"ENSMUSG00000117505",43,29,21,28,31,18
"ENSMUSG00000024283",7594,5497,4590,4323,5127,3656
"ENSMUSG00000091019",4,20,9,2,2,8
"ENSMUSG00000117428",70,44,53,20,35,34
"ENSMUSG00000117490",0,7,12,9,1,0
"ENSMUSG00000117385",1,5,3,2,0,2
"ENSMUSG00000117484",30,20,52,26,32,26
"ENSMUSG00000092097",18,9,19,14,33,30
"ENSMUSG00000103172",0,0,0,0,0,2
"ENSMUSG00000036904",1228,736,442,368,610,534
"ENSMUSG00000036855",0,4,2,0,2,2
"ENSMUSG00000117644",5,18,4,7,0,4
"ENSMUSG00000024286",8938,6175,7567,7494,4435,3733
"ENSMUSG00000117448",13,60,52,45,38,29
"ENSMUSG00000117503",4,2,4,0,0,0
"ENSMUSG00000117435",0,0,0,0,0,2
"ENSMUSG00000117349",0,0,0,0,8,10
"ENSMUSG00000117641",0,0,10,4,44,17
"ENSMUSG00000050996",0,0,6,0,0,8
"ENSMUSG00000117402",6,0,0,0,0,2
"ENSMUSG00000036103",596,701,1496,1341,981,577
"ENSMUSG00000117390",0,2,2,0,0,0
"ENSMUSG00000117597",6,2,0,0,0,0
"ENSMUSG00000091285",2,3,6,6,0,8
"ENSMUSG00000098235",8,8,21,0,12,7
"ENSMUSG00000117619",0,10,2,0,4,2
"ENSMUSG00000117453",0,1,0,0,0,0
"ENSMUSG00000092039",6,0,8,11,6,6
"ENSMUSG00000024287",5999,4867,5139,5429,6820,4846
"ENSMUSG00000047879",11362,8004,8361,9419,11684,10045
"ENSMUSG00000024290",10436,8250,8160,7586,9418,6765
"ENSMUSG00000058567",12,15,33,22,12,32
"ENSMUSG00000095616",2,3,8,12,8,6
"ENSMUSG00000117492",2,0,0,0,4,0
"ENSMUSG00000117552",2,0,2,2,2,4
"ENSMUSG00000042942",369,871,474,276,250,152
"ENSMUSG00000094111",0,0,3,0,0,0
"ENSMUSG00000084693",1,4,2,0,0,0
"ENSMUSG00000024293",4668,3520,3349,3719,3422,2882
"ENSMUSG00000002477",9046,6315,7944,8493,10201,7141
"ENSMUSG00000002475",211,183,157,90,70,34
"ENSMUSG00000097387",0,0,8,2,0,2
"ENSMUSG00000024294",13940,11897,9730,8893,9847,8896
"ENSMUSG00000087816",4,1,5,0,4,2
"ENSMUSG00000095438",5,16,16,12,11,19
"ENSMUSG00000065399",3,11,5,3,10,4
"ENSMUSG00000080662",0,2,1,5,1,3
"ENSMUSG00000117593",7,4,1,0,2,0
"ENSMUSG00000117563",2,0,0,0,0,0
"ENSMUSG00000097222",1,2,0,0,2,0
"ENSMUSG00000005836",48,20,21,9,16,34
"ENSMUSG00000117535",0,1,0,2,2,2
"ENSMUSG00000041238",4153,3830,4592,4340,4257,2990
"ENSMUSG00000117634",30,63,96,54,132,80
"ENSMUSG00000097440",30,16,12,10,4,7
"ENSMUSG00000040957",438,510,126,178,76,54
"ENSMUSG00000117430",4,37,2,18,2,2
"ENSMUSG00000049411",295,294,257,348,73,98
"ENSMUSG00000024404",11343,9060,10152,9864,10998,8466
"ENSMUSG00000084748",0,1,0,0,0,0
"ENSMUSG00000024410",3995,3396,2315,2418,1741,1448
"ENSMUSG00000024413",6284,5412,2879,2560,2404,2025
"ENSMUSG00000086935",11,21,3,6,4,10
"ENSMUSG00000057766",12,17,2,6,0,2
"ENSMUSG00000082051",12,2,3,2,6,2
"ENSMUSG00000024421",699,1559,586,617,1654,1346
"ENSMUSG00000099663",2,0,0,0,0,0
"ENSMUSG00000100090",0,2,0,0,0,0
"ENSMUSG00000101406",0,6,2,0,2,4
"ENSMUSG00000088342",0,0,0,0,0,2
"ENSMUSG00000024424",830,807,435,291,198,127
"ENSMUSG00000117418",2,11,0,1,2,2
"ENSMUSG00000117573",8,19,3,2,5,4
"ENSMUSG00000087950",0,1,0,0,1,1
"ENSMUSG00000024430",54,220,73,98,56,77
"ENSMUSG00000083332",3,34,4,2,2,2
"ENSMUSG00000044252",11708,10600,5480,5991,5786,5093
"ENSMUSG00000117494",58,107,124,110,70,115
"ENSMUSG00000080866",18,8,16,4,8,2
"ENSMUSG00000024423",21861,22868,13151,14084,20419,15790
"ENSMUSG00000089129",16,32,11,11,3,5
"ENSMUSG00000037346",0,4,0,0,0,0
"ENSMUSG00000117447",1,0,4,1,1,2
"ENSMUSG00000117367",0,0,0,0,0,2
"ENSMUSG00000117608",9,0,4,0,0,0
"ENSMUSG00000024420",295,228,22,48,24,28
"ENSMUSG00000117600",4,8,0,0,0,2
"ENSMUSG00000055795",11,1,3,2,1,2
"ENSMUSG00000117607",5,2,0,0,0,0
"ENSMUSG00000053740",48,39,59,41,64,30
"ENSMUSG00000037013",12766,9855,16708,15378,16552,12691
"ENSMUSG00000094306",2,10,12,7,15,9
"ENSMUSG00000036743",2721,1533,1372,1354,1696,1514
"ENSMUSG00000054321",3519,3531,4174,4169,3198,2627
"ENSMUSG00000117530",5,11,15,5,15,9
"ENSMUSG00000117436",14,12,6,3,0,2
"ENSMUSG00000036225",634,319,247,187,84,49
"ENSMUSG00000117450",7,10,5,0,2,6
"ENSMUSG00000071867",29,4,4,0,0,4
"ENSMUSG00000117613",0,15,0,0,0,0
"ENSMUSG00000117404",0,2,0,0,0,0
"ENSMUSG00000117380",0,0,0,4,28,7
"ENSMUSG00000024411",0,2,0,4,6,0
"ENSMUSG00000047161",2,0,0,0,6,2
"ENSMUSG00000058064",11595,8277,9098,9178,9084,7823
"ENSMUSG00000043223",20,12,22,27,14,14
"ENSMUSG00000063628",2,1,2,0,0,0
"ENSMUSG00000024304",474,364,749,730,1588,1418
"ENSMUSG00000085575",0,0,0,0,0,1
"ENSMUSG00000086095",7,2,2,2,2,2
"ENSMUSG00000082608",1,0,0,0,0,0
"ENSMUSG00000117460",0,1,0,2,0,0
"ENSMUSG00000117439",0,0,0,0,0,5
"ENSMUSG00000093274",0,0,0,0,1,0
"ENSMUSG00000059898",3,10,4,2,0,0
"ENSMUSG00000024331",340,270,104,118,114,89
"ENSMUSG00000044322",5,0,0,0,2,2
"ENSMUSG00000034774",0,2,0,0,0,0
"ENSMUSG00000069441",1,0,0,0,0,0
"ENSMUSG00000061928",0,0,10,6,2,0
"ENSMUSG00000001804",0,3,1,0,0,0
"ENSMUSG00000117480",0,0,0,0,0,2
"ENSMUSG00000056632",8,4,2,2,2,0
"ENSMUSG00000117627",4,2,0,2,2,2
"ENSMUSG00000044393",14880,12469,4728,4525,664,1004
"ENSMUSG00000085595",16,22,13,6,4,0
"ENSMUSG00000061808",4,10,0,4,0,0
"ENSMUSG00000091449",68,55,42,32,28,36
"ENSMUSG00000056124",20168,12330,6217,6014,2520,2758
"ENSMUSG00000033382",12943,11264,9978,9629,8096,6515
"ENSMUSG00000088549",5,10,11,9,11,5
"ENSMUSG00000033107",1502,1769,2223,2050,578,454
"ENSMUSG00000024317",6815,4309,6041,6990,5527,4032
"ENSMUSG00000024313",1215,1751,2997,2203,110,81
"ENSMUSG00000062962",8,10,13,3,6,2
"ENSMUSG00000042680",1973,1410,943,768,839,820
"ENSMUSG00000117357",0,0,0,0,1,0
"ENSMUSG00000117590",2,0,0,0,0,0
"ENSMUSG00000096341",0,0,0,4,0,0
"ENSMUSG00000117386",4,0,2,2,0,0
"ENSMUSG00000042514",13,6,22,10,91,47
"ENSMUSG00000043168",0,0,2,0,18,20
"ENSMUSG00000024306",2,0,0,0,2,2
"ENSMUSG00000045215",351,264,226,413,243,447
"ENSMUSG00000041923",41,20,12,18,67,59
"ENSMUSG00000117475",4,6,4,2,4,2
"ENSMUSG00000024302",757,477,853,1090,1293,1244
"ENSMUSG00000114088",10,6,11,13,5,12
"ENSMUSG00000086287",7,1,0,0,1,1
"ENSMUSG00000024277",2564,1685,2318,2127,3444,2812
"ENSMUSG00000089290",0,3,0,0,3,0
"ENSMUSG00000117504",6,2,2,0,0,0
"ENSMUSG00000117405",32,13,14,8,16,16
"ENSMUSG00000024276",3849,2726,2599,2512,3077,2423
"ENSMUSG00000024274",236,234,336,276,203,170
"ENSMUSG00000063281",4234,3081,2847,2785,2646,1852
"ENSMUSG00000051469",5959,4215,5052,4961,5561,3559
"ENSMUSG00000117500",0,2,0,0,0,0
"ENSMUSG00000047989",3187,2880,2934,3128,2716,2007
"ENSMUSG00000000420",11197,8705,4745,4477,2167,1728
"ENSMUSG00000091363",8,37,21,28,13,10
"ENSMUSG00000117570",4,0,0,0,0,0
"ENSMUSG00000024273",1452,1188,1625,1442,1810,1322
"ENSMUSG00000040446",4321,2796,2419,2729,3317,2798
"ENSMUSG00000095437",1,1,0,0,0,0
"ENSMUSG00000024270",3327,2626,2247,2131,1735,1422
"ENSMUSG00000024271",18322,14319,14273,14327,13450,9919
"ENSMUSG00000039616",888,339,150,105,597,344
"ENSMUSG00000084472",0,2,2,2,0,1
"ENSMUSG00000034295",2670,2266,1445,1709,534,459
"ENSMUSG00000088920",0,0,0,2,0,0
"ENSMUSG00000024269",1742,1382,2016,2085,2411,1766
"ENSMUSG00000033632",1705,1491,966,1150,769,564
"ENSMUSG00000089908",1,14,11,31,10,10
"ENSMUSG00000024268",669,280,778,1018,1267,950
"ENSMUSG00000114306",0,1,0,2,8,7
"ENSMUSG00000087121",2,2,0,2,4,2
"ENSMUSG00000046636",23,16,17,14,14,2
"ENSMUSG00000117416",60,42,34,50,46,30
"ENSMUSG00000117449",2,2,0,4,0,0
"ENSMUSG00000117348",0,0,6,0,1,0
"ENSMUSG00000117550",2,2,0,0,0,0
"ENSMUSG00000117554",4,0,0,0,0,0
"ENSMUSG00000117626",2,0,0,0,0,0
"ENSMUSG00000117465",0,0,0,2,0,0
"ENSMUSG00000033628",5624,4843,5255,5018,4500,3225
"ENSMUSG00000117345",8,12,6,4,11,6
"ENSMUSG00000091785",0,0,8,0,0,1
"ENSMUSG00000055771",2,7,4,4,2,0
"ENSMUSG00000117526",12,12,5,5,10,6
"ENSMUSG00000057455",24,15,16,19,8,10
"ENSMUSG00000117502",0,0,2,2,0,0
"ENSMUSG00000095685",1,0,0,0,0,0
"ENSMUSG00000024261",52,17,23,43,243,139
"ENSMUSG00000096934",0,0,0,0,1,1
"ENSMUSG00000117576",0,0,2,5,16,2
"ENSMUSG00000024259",4245,2676,2126,2247,2359,1709
"ENSMUSG00000092124",14,6,0,2,4,2
"ENSMUSG00000024260",6023,4880,5088,3683,4553,4317
"ENSMUSG00000041915",2406,1776,1442,1214,1496,1211
"ENSMUSG00000097748",11,4,18,18,13,23
"ENSMUSG00000024258",3618,2905,5153,5031,5696,3864
"ENSMUSG00000024400",13312,11390,13352,11461,15609,11924
"ENSMUSG00000091561",11,2,6,2,1,2
"ENSMUSG00000044982",722,314,365,263,290,250
"ENSMUSG00000024395",8,11,36,31,23,22
"ENSMUSG00000052229",4,0,7,2,6,1
"ENSMUSG00000024388",3,6,6,2,10,2
"ENSMUSG00000084824",0,0,2,0,0,0
"ENSMUSG00000024384",11910,11506,12543,11694,12717,9014
"ENSMUSG00000117481",6,21,5,7,0,10
"ENSMUSG00000117650",7,8,9,16,3,11
"ENSMUSG00000024386",61,42,81,72,66,74
"ENSMUSG00000117606",0,0,0,0,2,0
"ENSMUSG00000024383",3145,2846,1796,2175,1469,1307
"ENSMUSG00000024382",5621,4536,6456,5945,5941,4613
"ENSMUSG00000097413",4,10,24,25,43,30
"ENSMUSG00000024381",870,508,2307,2440,2220,2014
"ENSMUSG00000109238",0,0,0,2,0,0
"ENSMUSG00000090523",4,2,8,6,10,22
"ENSMUSG00000095233",0,1,0,0,2,1
"ENSMUSG00000038299",17982,12354,13516,13597,19021,14579
"ENSMUSG00000098252",0,8,0,0,1,2
"ENSMUSG00000038128",61,49,24,15,18,2
"ENSMUSG00000024378",7650,4826,3424,4610,5993,5905
"ENSMUSG00000117730",368,277,296,236,267,202
"ENSMUSG00000042834",826,305,216,254,489,380
"ENSMUSG00000118292",6,0,0,6,0,6
"ENSMUSG00000117689",0,2,0,2,0,0
"ENSMUSG00000087590",2975,1678,1219,1239,1800,1618
"ENSMUSG00000092819",2212,1191,1588,1287,1244,1714
"ENSMUSG00000024376",7060,6785,11183,11561,3790,3279
"ENSMUSG00000088501",0,0,0,1,0,0
"ENSMUSG00000117961",53,45,96,83,97,84
"ENSMUSG00000118246",28,0,10,10,10,16
"ENSMUSG00000077263",0,0,0,1,0,0
"ENSMUSG00000118054",4,0,0,0,0,0
"ENSMUSG00000073607",46,66,50,33,20,23
"ENSMUSG00000005871",21031,23170,17680,16976,12653,12463
"ENSMUSG00000014504",2749,2368,3555,3539,3488,2255
"ENSMUSG00000005873",2720,1651,1065,1114,1403,1077
"ENSMUSG00000014503",241,294,211,157,198,145
"ENSMUSG00000036501",2777,3790,2529,2199,2418,1710
"ENSMUSG00000084467",0,0,4,2,0,3
"ENSMUSG00000012282",2,4,115,76,1235,602
"ENSMUSG00000035984",6,2,15,18,29,26
"ENSMUSG00000049357",21,36,31,12,22,8
"ENSMUSG00000003778",14691,20003,18833,16064,13384,10356
"ENSMUSG00000003779",19021,16721,21427,20397,22776,17283
"ENSMUSG00000024370",19993,14190,18051,15115,14105,10310
"ENSMUSG00000064857",3,0,5,0,1,1
"ENSMUSG00000024366",14,18,4,2,76,40
"ENSMUSG00000044201",3229,2381,2137,2124,1345,1127
"ENSMUSG00000078240",6,23,22,13,5,6
"ENSMUSG00000097755",92,112,64,63,58,41
"ENSMUSG00000034300",3627,2294,2262,2092,2452,2144
"ENSMUSG00000038773",26268,25439,15744,13232,7874,7539
"ENSMUSG00000038555",248,184,122,139,152,119
"ENSMUSG00000038418",22,78,41,50,354,522
"ENSMUSG00000024360",41713,26983,39977,41063,51267,37468
"ENSMUSG00000024359",106381,74624,82684,74056,98535,70634
"ENSMUSG00000089239",18,13,18,10,18,13
"ENSMUSG00000065904",16,23,21,19,20,6
"ENSMUSG00000118145",62,24,81,59,119,45
"ENSMUSG00000118380",0,5,2,1,3,4
"ENSMUSG00000117727",2,0,0,0,0,0
"ENSMUSG00000037815",49277,42666,51334,52004,36593,28425
"ENSMUSG00000071862",114,414,185,181,106,161
"ENSMUSG00000117876",4,20,2,0,3,3
"ENSMUSG00000024357",1644,1382,1023,844,1293,1284
"ENSMUSG00000117731",0,1,4,0,2,7
"ENSMUSG00000118184",9,2,4,1,8,5
"ENSMUSG00000118386",2,1,3,3,8,5
"ENSMUSG00000062742",8,0,2,4,6,0
"ENSMUSG00000117869",2119,3161,3489,4098,5091,4589
"ENSMUSG00000117694",46,116,73,112,86,116
"ENSMUSG00000104863",0,1,1,5,2,5
"ENSMUSG00000037236",16038,12289,12972,14799,15792,11293
"ENSMUSG00000102496",92,163,97,70,85,50
"ENSMUSG00000118030",1,1,8,4,1,2
"ENSMUSG00000037058",11315,9254,13583,14412,13500,9389
"ENSMUSG00000024354",89,155,131,141,2156,1771
"ENSMUSG00000024353",1,2,8,4,29,25
"ENSMUSG00000073600",151,118,226,154,1406,873
"ENSMUSG00000024352",78,101,126,113,240,177
"ENSMUSG00000024350",4797,2637,1775,1510,2022,1561
"ENSMUSG00000073598",113,55,43,33,40,59
"ENSMUSG00000073599",83,30,40,61,93,85
"ENSMUSG00000024349",548,274,106,82,18,29
"ENSMUSG00000091842",0,2,4,4,4,2
"ENSMUSG00000091896",3708,2264,2661,2457,3333,2754
"ENSMUSG00000046668",6127,2762,2238,2092,1848,1620
"ENSMUSG00000100320",31,17,32,20,21,22
"ENSMUSG00000117840",12,12,27,15,77,87
"ENSMUSG00000118080",8,2,16,7,69,57
"ENSMUSG00000118358",2,0,15,19,51,42
"ENSMUSG00000118347",0,0,0,0,0,3
"ENSMUSG00000118122",3,0,0,0,0,0
"ENSMUSG00000024347",111,70,44,38,90,77
"ENSMUSG00000060275",64,70,124,116,30,47
"ENSMUSG00000117852",6,2,4,0,1,0
"ENSMUSG00000043991",5364,2972,3822,4040,2588,2600
"ENSMUSG00000110185",491,496,339,411,99,150
"ENSMUSG00000046727",1958,1583,1013,1054,278,298
"ENSMUSG00000024346",10689,7739,9114,8146,5608,4324
"ENSMUSG00000024486",1376,1424,921,1150,220,227
"ENSMUSG00000118214",9,12,26,23,6,10
"ENSMUSG00000024485",81,98,71,46,9,7
"ENSMUSG00000024483",16578,18376,12061,12619,10588,10830
"ENSMUSG00000085172",41,117,62,56,74,55
"ENSMUSG00000117942",142,180,133,127,123,100
"ENSMUSG00000090264",16,47,14,12,17,18
"ENSMUSG00000006050",4370,3066,4113,3891,3971,2864
"ENSMUSG00000117679",1076,1148,1102,1099,946,880
