"","SRR7624365","SRR7624366","SRR7624371","SRR7624372","SRR7624375","SRR7624376"
"ENSMUSG00000025911",573.333333333333,463.833333333333,235.333333333333,248.166666666667,117.666666666667,116.833333333333
"ENSMUSG00000025912",1972.91666666667,3157.16666666667,2805.08333333333,2580.83333333333,1566.83333333333,1513.66666666667
"ENSMUSG00000045210",4935.16666666667,4897.16666666667,4086.5,4145.75,3829.66666666667,4329.5
"ENSMUSG00000097893",65,59.1666666666667,65,60.5,61.3333333333333,53.8333333333333
"ENSMUSG00000025915",2115.33333333333,2299.41666666667,1738.91666666667,2050.5,1263.66666666667,1290.08333333333
"ENSMUSG00000046101",239.833333333333,417.25,398.833333333333,354.416666666667,453.5,364.666666666667
"ENSMUSG00000098234",2949.5,3512.08333333333,2327.91666666667,2477.75,2488.33333333333,2669.66666666667
"ENSMUSG00000093178",138.166666666667,177.166666666667,138.5,154.75,134.166666666667,153
"ENSMUSG00000099032",647.166666666667,425.666666666667,173,301.666666666667,150.666666666667,176.833333333333
"ENSMUSG00000025917",7736.33333333333,7249,7230.5,7454.83333333333,8159.5,8102.66666666667
"ENSMUSG00000056763",3728.16666666667,6926.33333333333,3844.33333333333,3638.83333333333,3846.83333333333,3947.83333333333
"ENSMUSG00000067851",7713.41666666667,7385.16666666667,6297.83333333333,6117.83333333333,4624.58333333333,6134.33333333333
"ENSMUSG00000102556",74.3333333333333,113.666666666667,80.5,79.6666666666667,63.1666666666667,62.5
"ENSMUSG00000100212",45.6666666666667,45.6666666666667,65,53.8333333333333,50.5,53.8333333333333
"ENSMUSG00000048960",4028.08333333333,7979.83333333333,9984.66666666667,8214.58333333333,4558.5,3689
"ENSMUSG00000057715",851.833333333333,1011,553,525.333333333333,539.166666666667,522.583333333333
"ENSMUSG00000103825",95.3333333333333,108.166666666667,75.6666666666667,69.8333333333333,82,113.5
"ENSMUSG00000016918",6334.16666666667,4402,8418,8941.83333333333,15195.1666666667,14533.5
"ENSMUSG00000025938",773.666666666667,763.333333333333,816.166666666667,870.666666666667,1335.33333333333,1248.58333333333
"ENSMUSG00000069620",59.1666666666667,58.3333333333333,74.5,61.5,54.6666666666667,52.6666666666667
"ENSMUSG00000099498",72.5,57.3333333333333,54.8333333333333,52.6666666666667,47,47.9166666666667
"ENSMUSG00000042414",5626,5798.83333333333,2100.16666666667,2131.16666666667,87.6666666666667,62.5
"ENSMUSG00000005886",5622.33333333333,5788.5,5498.33333333333,4723.83333333333,3853.33333333333,5013.5
"ENSMUSG00000103506",81.3333333333333,90.6666666666667,92,72.5,79,76.1666666666667
"ENSMUSG00000103085",86.8333333333333,88.3333333333333,75.6666666666667,88.3333333333333,70.8333333333333,105.166666666667
"ENSMUSG00000102664",63.8333333333333,71.8333333333333,71,54.6666666666667,67.6666666666667,73.8333333333333
"ENSMUSG00000025935",11340.3333333333,8252.16666666667,7672.16666666667,8078.66666666667,7612.66666666667,6893.66666666667
"ENSMUSG00000025937",10970.6666666667,10530.1666666667,5794.41666666667,6316,3502.66666666667,3372
"ENSMUSG00000102982",127.833333333333,206.666666666667,162,149.416666666667,108.166666666667,135.5
"ENSMUSG00000097711",74.3333333333333,62.3333333333333,54.8333333333333,49.5,59.3333333333333,55.8333333333333
"ENSMUSG00000025932",2564.33333333333,2635.5,711.583333333333,879.666666666667,74.8333333333333,86.1666666666667
"ENSMUSG00000054493",85,96.0833333333333,90.8333333333333,86.1666666666667,48.3333333333333,45.6666666666667
"ENSMUSG00000025930",497.5,623.75,1318.16666666667,1082.25,105.166666666667,66.5
"ENSMUSG00000032769",333,305.333333333333,443.916666666667,359.333333333333,126.5,98.8333333333333
"ENSMUSG00000025925",8809.83333333333,9146.16666666667,9641.5,9582.66666666667,7826.83333333333,7663.16666666667
"ENSMUSG00000104379",80.5,189.666666666667,136.333333333333,142.166666666667,91.5833333333333,120.5
"ENSMUSG00000032719",65,116,52,69.8333333333333,49.3333333333333,58.5
"ENSMUSG00000043716",115477.833333333,104296.333333333,104950.5,103264,110641.833333333,104296.333333333
"ENSMUSG00000025921",334.5,405.583333333333,390.666666666667,394.083333333333,583.666666666667,548
"ENSMUSG00000025920",573.833333333333,470.166666666667,474,425.333333333333,411,412.333333333333
