"","control_1","control_2","control_3","IDD_1","IDD_2","IDD_3"
"ENSG00000079277",441.333333333333,472.5,446.666666666667,581.5,587,470.666666666667
"ENSG00000142961",462.833333333333,526,553.666666666667,462.25,531.5,444.833333333333
"ENSG00000123472",1127,1075.83333333333,1121.5,1011.16666666667,1219.33333333333,1062.83333333333
"ENSG00000159658",3608.83333333333,3512.16666666667,3371.16666666667,4141.33333333333,3926.16666666667,3748.25
"ENSG00000186377",81.3333333333333,76.3333333333333,79.8333333333333,108.333333333333,93.5,84.1666666666667
"ENSG00000225506",79.8333333333333,76.3333333333333,69.6666666666667,83.6666666666667,79.8333333333333,75.6666666666667
"ENSG00000162365",90.1666666666667,94.3333333333333,91.0833333333333,91,80.8333333333333,94.3333333333333
"ENSG00000162366",119,95.3333333333333,130,82.8333333333333,88,78.3333333333333
"ENSG00000123473",293,314.833333333333,272.333333333333,263.666666666667,242.666666666667,701.833333333333
"ENSG00000162368",6783.66666666667,6426,6283.33333333333,4644.83333333333,5375.83333333333,5616.83333333333
"ENSG00000225762",76.3333333333333,89.1666666666667,84,92.6666666666667,94.3333333333333,102.666666666667
"ENSG00000237424",72.8333333333333,75.3333333333333,78.3333333333333,85.1666666666667,82.3333333333333,83.5
"ENSG00000186564",79.8333333333333,78.3333333333333,77.1666666666667,93.6666666666667,93.5,102.666666666667
"ENSG00000117834",112.166666666667,129.333333333333,114.333333333333,292.833333333333,200.166666666667,139.666666666667
"ENSG00000132122",446.25,470.5,329,1144.5,826.833333333333,625.833333333333
"ENSG00000224986",92.6666666666667,95.3333333333333,95.8333333333333,121.666666666667,98.8333333333333,88
"ENSG00000235105",70.8333333333333,77.5,79.8333333333333,93.6666666666667,79.8333333333333,87.1666666666667
"ENSG00000162373",105.666666666667,110.5,106.666666666667,104.666666666667,90.8333333333333,77.5
"ENSG00000185104",1042.08333333333,971.833333333333,1009,1143.16666666667,1147.33333333333,1311.5
"ENSG00000225767",81.3333333333333,77.5,77.1666666666667,102.666666666667,85.5,88
"ENSG00000230585",84,77.5,78.3333333333333,93.6666666666667,89,87.1666666666667
"ENSG00000123080",489,416.666666666667,470.583333333333,543.583333333333,1125.08333333333,1034.33333333333
"ENSG00000123091",5487.66666666667,5247.33333333333,5336.33333333333,3955.5,4481.33333333333,4612.83333333333
"ENSG00000233406",93.8333333333333,80.6666666666667,71.8333333333333,84.3333333333333,72.8333333333333,71.6666666666667
"ENSG00000085831",142.666666666667,133.833333333333,140.666666666667,109.5,120,97
"ENSG00000085832",3635.33333333333,3527.16666666667,3502.16666666667,4338,4165.83333333333,3519.16666666667
"ENSG00000232027",92.6666666666667,103.5,87.8333333333333,85.1666666666667,75.6666666666667,83.5
"ENSG00000117859",4041.66666666667,4005,3676.33333333333,9033.5,10006.8333333333,7329
"ENSG00000078618",3667.16666666667,3695.5,3692.41666666667,3990.08333333333,3401.91666666667,4115.16666666667
"ENSG00000266993",121.666666666667,115.166666666667,119,146.833333333333,125.833333333333,124
"ENSG00000169213",1261.83333333333,1442.66666666667,1284.91666666667,279.166666666667,409.75,601.5
"ENSG00000117862",174.166666666667,143.5,147.666666666667,145.416666666667,149.833333333333,153.416666666667
"ENSG00000198841",141.666666666667,153.666666666667,125.833333333333,114.166666666667,146.833333333333,132.833333333333
"ENSG00000228369",76.3333333333333,79.4166666666667,78.3333333333333,82.3333333333333,84.8333333333333,89.8333333333333
"ENSG00000134717",1452.66666666667,1361,1396.16666666667,1502.58333333333,1600,1695.83333333333
"ENSG00000157077",2387.25,2279.33333333333,2357.5,2146.41666666667,2533.66666666667,1929.08333333333
"ENSG00000154222",1137,1160,1211,1324.5,1450.91666666667,1083.83333333333
"ENSG00000272100",72.8333333333333,78.3333333333333,78.3333333333333,77.5,77.5,70.6666666666667
"ENSG00000085840",88,99.1666666666667,92.5,104.666666666667,91.6666666666667,221.166666666667
"ENSG00000134748",758.5,717.166666666667,674,927.166666666667,874.916666666667,930.416666666667
"ENSG00000134744",1633.16666666667,1621.5,1254.16666666667,2664.83333333333,1892,1998.5
"ENSG00000116157",249.166666666667,245.5,238.916666666667,304.5,326.75,333.166666666667
"ENSG00000162377",407.333333333333,453.666666666667,449.833333333333,612.333333333333,450.166666666667,656.833333333333
"ENSG00000162378",3116.16666666667,2857.16666666667,2799.5,2695.5,2896,2692.5
"ENSG00000121310",728.166666666667,705,706.166666666667,1141.41666666667,841.416666666667,597.166666666667
"ENSG00000230953",120.166666666667,124,125.833333333333,119.833333333333,129.5,121.666666666667
"ENSG00000116171",2543.5,2498.41666666667,2542,2291.08333333333,2742.16666666667,2472.91666666667
"ENSG00000174348",429.166666666667,482.166666666667,459.166666666667,889.583333333333,260.166666666667,278.166666666667
"ENSG00000162383",85.3333333333333,81.5,79.8333333333333,96,80.8333333333333,75.6666666666667
"ENSG00000157184",346.166666666667,384.25,403.833333333333,382,427,351.916666666667
"ENSG00000162384",760.666666666667,747.666666666667,802.333333333333,694.166666666667,768.666666666667,758.416666666667
"ENSG00000162385",284.083333333333,269.333333333333,269.166666666667,248.833333333333,278.166666666667,296.166666666667
"ENSG00000226754",84,79.4166666666667,84,79.1666666666667,100.5,88
"ENSG00000157193",510.166666666667,595.833333333333,530.333333333333,646.333333333333,452.333333333333,678.333333333333
"ENSG00000174332",338,360.333333333333,370.833333333333,255.166666666667,242.666666666667,255.833333333333
"ENSG00000239007",78.3333333333333,81.5,75,72.8333333333333,79.1666666666667,85.3333333333333
"ENSG00000058804",722.083333333333,631.333333333333,708.333333333333,627.75,692.666666666667,1499.66666666667
"ENSG00000058799",584.333333333333,563.333333333333,643.583333333333,509.5,541.5,562.833333333333
"ENSG00000211452",92.6666666666667,95.3333333333333,110.333333333333,118.916666666667,96.1666666666667,100.833333333333
"ENSG00000081870",615.666666666667,667.166666666667,607.166666666667,566.5,714.583333333333,702.916666666667
