"","control_1","control_2","control_3","IDD_1","IDD_2","IDD_3"
"ENSG00000287810",0,0,1,0,0,0
"ENSG00000204160",353,365,403,257,293,393
"ENSG00000175793",25,23,39,10,73,41
"ENSG00000142751",463,448,574,415,536,429
"ENSG00000198746",139,123,169,172,223,210
"ENSG00000090273",936,1027,1180,933,1353,1559
"ENSG00000131910",3,0,0,1,0,0
"ENSG00000175707",0,2,0,1,2,0
"ENSG00000172746",1,0,0,3,0,0
"ENSG00000225294",0,1,0,1,3,4
"ENSG00000253368",413,456,421,180,480,218
"ENSG00000158246",59,88,91,179,693,241
"ENSG00000090020",208,209,218,259,171,210
"ENSG00000214973",0,0,0,1,0,0
"ENSG00000225159",2,2,6,2,8,9
"ENSG00000142784",700,790,803,991,987,629
"ENSG00000252098",0,1,1,1,0,0
"ENSG00000243659",2,2,4,1,5,0
"ENSG00000186501",404,461,615,366,647,385
"ENSG00000206888",3,5,3,3,0,3
"ENSG00000241547",7,6,8,8,8,9
"ENSG00000142765",5,5,3,12,3,7
"ENSG00000142733",266,259,315,287,405,323
"ENSG00000142748",0,3,1,1,1,3
"ENSG00000181773",1,3,6,11,5,15
"ENSG00000158195",1675,1885,1944,2662,2375,2474
"ENSG00000241169",1,0,0,3,5,3
"ENSG00000237429",1,4,3,1,2,0
"ENSG00000126705",183,208,196,282,243,176
"ENSG00000000938",1,0,1,3,11,47
"ENSG00000235912",0,7,4,5,1,5
"ENSG00000233975",1,4,2,1,0,0
"ENSG00000126709",2842,3221,4439,823,1384,508
"ENSG00000225886",27,53,30,28,7,7
"ENSG00000287244",3,0,0,3,8,1
"ENSG00000009780",365,348,367,350,521,451
"ENSG00000231344",0,1,5,7,7,9
"ENSG00000230833",3,5,2,4,8,8
"ENSG00000117758",2362,2334,2521,2030,2333,2061
"ENSG00000269971",9,9,11,14,14,9
"ENSG00000270031",8,2,2,5,6,5
"ENSG00000286433",1,2,4,15,1,4
"ENSG00000117751",937,903,1039,959,1328,1283
"ENSG00000252947",7,3,8,7,6,6
"ENSG00000130775",216,256,268,195,165,177
"ENSG00000117748",512,500,601,458,589,692
"ENSG00000130768",0,1,0,3,9,3
"ENSG00000158156",106,132,146,129,186,183
"ENSG00000158161",771,696,782,941,937,865
"ENSG00000238231",6,8,1,14,5,3
"ENSG00000240750",16,4,4,21,8,8
"ENSG00000228589",8,19,33,10,12,17
"ENSG00000169403",1,3,1,5,4,7
"ENSG00000126698",2376,2150,2804,2252,3057,3464
"ENSG00000130770",512,512,604,306,452,395
"ENSG00000270605",4,10,13,12,6,4
"ENSG00000130766",440,509,539,456,374,687
"ENSG00000130772",223,221,275,196,309,235
"ENSG00000204138",661,555,540,1077,892,1158
"ENSG00000206779",6,4,1,5,1,6
"ENSG00000229820",3,1,3,6,11,6
"ENSG00000221216",0,1,0,1,3,1
"ENSG00000180198",684,625,759,611,878,1295
"ENSG00000242125",761,662,745,1035,1014,2163
"ENSG00000200087",159,179,229,199,239,355
"ENSG00000231468",3,6,5,1,6,10
"ENSG00000279443",13,13,28,17,35,19
"ENSG00000180098",425,374,432,354,588,450
"ENSG00000197989",160,154,175,196,184,224
"ENSG00000221539",3,3,0,2,5,1
"ENSG00000120656",381,327,481,380,498,500
"ENSG00000188060",62,80,83,120,185,123
"ENSG00000229388",6,7,9,4,9,7
"ENSG00000274978",2,7,1,1,5,0
"ENSG00000162419",409,364,427,447,526,571
"ENSG00000252777",0,4,3,1,0,2
"ENSG00000198492",1812,1746,2009,2020,2525,2336
"ENSG00000116329",4,1,10,3,1,2
"ENSG00000233427",0,0,1,1,0,3
"ENSG00000199756",1,0,0,0,0,0
"ENSG00000159023",1424,1454,1531,2052,1873,1201
"ENSG00000225616",1,1,0,1,0,0
"ENSG00000206704",1,1,1,0,2,0
"ENSG00000277958",0,0,0,0,0,1
"ENSG00000253304",169,150,150,173,323,187
"ENSG00000225750",9,3,2,8,5,6
"ENSG00000116350",1569,1502,1537,2382,2411,2439
"ENSG00000116353",167,217,229,266,258,239
"ENSG00000237934",1,1,3,14,7,13
"ENSG00000060656",368,340,445,720,909,513
"ENSG00000230523",0,3,1,4,1,0
"ENSG00000228176",0,0,0,0,1,0
"ENSG00000233399",0,0,0,0,0,1
"ENSG00000231949",0,0,0,1,0,0
"ENSG00000162510",3,3,5,7,1,7
"ENSG00000186056",16,12,21,24,22,19
"ENSG00000287510",0,0,1,0,0,0
"ENSG00000162511",51,37,53,50,68,107
"ENSG00000223382",0,2,3,1,1,3
"ENSG00000162512",654,821,953,1197,981,823
"ENSG00000134644",3295,3120,3613,3654,4394,3682
"ENSG00000237329",14,16,12,24,17,16
"ENSG00000232768",19,4,4,11,10,6
"ENSG00000084628",1,0,3,2,5,4
"ENSG00000060688",542,513,653,728,873,1115
"ENSG00000229447",12,7,4,19,25,16
"ENSG00000121766",664,616,728,564,816,690
"ENSG00000229044",4,2,4,15,5,1
"ENSG00000121769",65,67,89,188,289,271
"ENSG00000168528",190,179,230,79,148,129
"ENSG00000206981",0,0,0,0,2,0
"ENSG00000260386",0,0,0,2,0,0
"ENSG00000284543",1,1,0,3,0,1
"ENSG00000229167",0,2,1,5,1,0
"ENSG00000142910",240,230,327,110,97,159
"ENSG00000121764",5,2,4,15,7,5
"ENSG00000162517",841,797,1096,719,1074,968
"ENSG00000235790",5,17,11,21,8,10
"ENSG00000264078",1,0,3,2,0,1
"ENSG00000084636",3234,3471,3984,4031,2464,3781
"ENSG00000121753",94,112,119,41,35,42
"ENSG00000266580",0,3,0,2,0,2
"ENSG00000254545",0,5,5,1,3,3
"ENSG00000134668",387,461,539,246,312,286
"ENSG00000203620",0,2,0,0,0,1
"ENSG00000269967",26,24,23,46,36,34
"ENSG00000184007",6735,6114,6733,4930,6902,7801
"ENSG00000228634",18,20,16,31,20,17
"ENSG00000121774",1165,1133,1218,1623,1419,2229
"ENSG00000203325",15,8,28,51,29,40
"ENSG00000121775",106,135,158,123,183,122
"ENSG00000025800",4158,3794,4541,3606,4446,4399
"ENSG00000084652",3820,3760,4230,4005,4712,4465
"ENSG00000160050",74,68,117,73,132,85
"ENSG00000224066",5,4,3,4,3,8
"ENSG00000160051",57,52,54,65,79,68
"ENSG00000222046",28,32,33,50,51,32
"ENSG00000160055",186,214,237,204,272,190
"ENSG00000084623",2608,2623,3291,2231,3305,3318
"ENSG00000220785",163,117,172,148,182,122
"ENSG00000183615",28,18,38,30,52,23
"ENSG00000116478",1600,1451,1691,1414,2584,1789
"ENSG00000175130",136,128,129,301,177,202
"ENSG00000233775",0,0,0,0,0,1
"ENSG00000162526",2,6,12,13,18,10
"ENSG00000225828",15,38,42,19,34,23
"ENSG00000160058",1790,1838,2197,1389,2169,1476
"ENSG00000224333",0,0,0,2,0,0
"ENSG00000229259",0,0,0,1,0,0
"ENSG00000254553",0,2,0,0,0,0
"ENSG00000273274",4,0,0,3,1,2
"ENSG00000160062",238,218,203,253,350,311
"ENSG00000176261",726,589,729,574,708,674
"ENSG00000200591",2,7,7,3,7,0
"ENSG00000162521",1868,1579,1741,2377,2727,2621
"ENSG00000162520",1788,1810,2218,1066,2111,1761
"ENSG00000224409",7,1,5,0,2,0
"ENSG00000162522",226,219,278,196,289,187
"ENSG00000134684",2425,2440,2903,2276,2336,3972
"ENSG00000116497",1041,1050,1000,1078,1265,1172
"ENSG00000160097",33,47,23,45,58,38
"ENSG00000121905",1,4,4,3,5,2
"ENSG00000121900",101,109,187,88,194,149
"ENSG00000287691",4,9,11,17,42,21
"ENSG00000116514",318,311,403,310,756,460
"ENSG00000278966",1,2,3,3,0,0
"ENSG00000217644",1,3,5,4,1,0
"ENSG00000239670",5,7,5,9,6,4
"ENSG00000236065",17,15,15,47,38,54
"ENSG00000004455",2817,2678,2988,2238,2876,2585
"ENSG00000276645",4,7,9,11,1,7
"ENSG00000142920",70,76,89,136,109,79
"ENSG00000278997",8,5,6,7,3,8
"ENSG00000116525",50,51,58,94,53,79
"ENSG00000279179",3,8,9,25,14,16
"ENSG00000284721",0,1,0,0,0,0
"ENSG00000160094",199,240,252,393,243,275
"ENSG00000270115",11,13,8,34,17,10
"ENSG00000184389",2,4,2,7,7,3
"ENSG00000225313",228,270,205,672,225,287
"ENSG00000134686",1258,1522,1708,2022,1679,1690
"ENSG00000284154",9,13,11,25,10,12
"ENSG00000222112",67,64,51,114,25,72
"ENSG00000233246",14,1,4,15,1,7
"ENSG00000121903",428,365,428,374,505,416
"ENSG00000235907",1,2,0,6,1,0
"ENSG00000121904",251,283,297,402,412,302
"ENSG00000227000",4,2,3,6,1,4
"ENSG00000176256",1,3,2,15,4,4
"ENSG00000231163",7,13,6,15,13,21
"ENSG00000201148",0,0,0,0,2,0
"ENSG00000142698",1,0,0,0,2,0
"ENSG00000163866",498,475,469,530,584,659
"ENSG00000189280",4,3,0,3,2,1
"ENSG00000189433",0,0,2,0,0,2
"ENSG00000255811",0,1,0,1,0,0
"ENSG00000188910",0,3,10,3,1,0
"ENSG00000187513",7,1,1,7,1,4
"ENSG00000116544",0,0,0,2,0,0
"ENSG00000284773",25,20,17,27,25,9
"ENSG00000241014",4,7,5,13,20,7
"ENSG00000271741",0,0,0,0,1,0
"ENSG00000243749",0,1,2,0,0,0
"ENSG00000163867",507,501,493,577,551,527
"ENSG00000197056",784,687,665,719,1004,1100
"ENSG00000233940",0,0,2,0,0,0
"ENSG00000228348",1,0,0,0,1,0
"ENSG00000284640",1,0,0,1,0,0
"ENSG00000116560",4156,3983,3832,6702,6149,7507
"ENSG00000201868",0,0,0,1,0,1
"ENSG00000146463",3690,3441,3373,3695,4018,3726
"ENSG00000201542",2,2,3,2,1,1
"ENSG00000229994",22,10,14,34,9,22
"ENSG00000227409",9,12,17,14,14,11
"ENSG00000142687",1428,1610,1847,1383,1534,1397
"ENSG00000236274",12,7,5,30,5,7
"ENSG00000020129",468,500,600,402,398,331
"ENSG00000239636",1,2,2,6,5,5
"ENSG00000116819",10,19,15,23,15,17
"ENSG00000126067",1233,1172,1471,1034,1251,1504
"ENSG00000142686",682,632,729,490,836,643
"ENSG00000092853",110,96,102,95,98,818
"ENSG00000232335",0,0,0,1,0,0
"ENSG00000134698",759,733,796,992,1101,866
"ENSG00000092847",1684,1711,1571,2193,2207,2199
"ENSG00000271164",1,1,0,0,2,0
"ENSG00000286899",6,6,1,6,7,3
"ENSG00000126070",1602,1472,1413,2203,2153,1794
"ENSG00000271554",13,4,6,14,14,16
"ENSG00000232862",3,5,3,3,0,1
"ENSG00000092850",12,4,7,1,18,3
"ENSG00000116863",377,450,518,267,455,309
"ENSG00000171812",911,932,1091,2599,2077,1414
"ENSG00000054116",1169,1065,1306,965,1287,1296
"ENSG00000116871",962,1049,1280,884,978,1024
"ENSG00000054118",5332,5498,5799,5945,9079,7990
"ENSG00000231849",2,6,3,11,8,9
"ENSG00000214193",516,560,676,218,433,165
"ENSG00000286379",10,5,9,18,3,5
"ENSG00000196182",361,386,458,445,686,491
"ENSG00000181817",142,158,203,144,242,229
"ENSG00000222821",0,2,0,1,5,2
"ENSG00000116885",246,230,268,236,313,206
"ENSG00000201448",4,2,2,0,2,4
"ENSG00000116898",739,809,990,677,924,928
"ENSG00000119535",0,1,0,1,0,5
"ENSG00000163873",0,0,3,6,5,19
"ENSG00000230451",0,0,2,0,0,0
"ENSG00000233621",32,34,33,44,70,22
"ENSG00000163874",645,681,865,261,588,275
"ENSG00000163875",870,772,935,909,1305,1125
"ENSG00000263675",12,3,10,11,10,10
"ENSG00000163877",500,453,569,642,762,631
"ENSG00000232273",1,18,7,9,9,10
"ENSG00000237749",0,0,0,0,1,0
"ENSG00000163879",160,137,188,230,347,150
"ENSG00000134697",1359,1219,1403,1209,1728,1858
"ENSG00000284748",0,0,0,1,0,0
"ENSG00000169218",21,16,17,6,2,17
"ENSG00000116922",362,357,422,315,388,374
"ENSG00000134690",49,45,62,26,68,660
"ENSG00000183317",1,1,0,0,0,0
"ENSG00000185090",6,4,3,6,17,9
"ENSG00000196449",159,181,227,165,193,247
"ENSG00000197982",316,301,385,236,291,220
"ENSG00000188786",520,514,538,714,611,685
"ENSG00000235673",2,0,0,0,6,2
"ENSG00000204084",750,657,804,728,979,804
"ENSG00000252448",0,4,0,1,7,5
"ENSG00000222282",0,0,0,3,0,0
"ENSG00000183431",1404,1233,1399,1478,1870,2143
"ENSG00000212541",9,9,13,9,5,3
"ENSG00000183386",103,116,178,94,71,119
"ENSG00000183520",637,568,627,622,738,887
"ENSG00000224592",0,0,0,1,0,2
"ENSG00000223589",0,0,0,1,0,0
"ENSG00000237290",0,0,0,1,0,0
"ENSG00000215895",2,3,6,1,1,0
"ENSG00000116954",754,668,693,762,724,936
"ENSG00000228436",32,39,40,44,31,49
"ENSG00000214114",196,221,204,225,216,253
"ENSG00000274944",2,0,2,7,2,2
"ENSG00000131233",3,4,3,6,6,9
"ENSG00000158315",84,59,56,113,89,87
"ENSG00000199963",0,0,0,0,1,0
"ENSG00000207466",0,0,0,0,1,1
"ENSG00000174574",1216,1154,1314,935,1411,1138
"ENSG00000168653",1733,1646,2128,763,1459,1436
"ENSG00000127603",41072,40370,40016,55811,47637,37193
"ENSG00000206654",5,3,3,16,5,4
"ENSG00000222378",6,11,3,20,7,15
"ENSG00000287422",5,17,22,59,8,19
"ENSG00000226438",11,15,13,17,7,9
"ENSG00000217897",1,1,1,3,2,3
"ENSG00000183682",22,35,43,70,44,42
"ENSG00000237624",26,33,39,11,22,16
"ENSG00000243970",163,166,151,258,182,142
"ENSG00000090621",2298,2583,2661,3834,2760,3233
"ENSG00000228060",41,59,36,111,116,121
"ENSG00000201457",8,16,11,16,22,24
"ENSG00000163909",1,1,1,4,2,3
"ENSG00000225903",0,0,0,0,3,0
"ENSG00000084072",525,592,706,680,912,823
"ENSG00000116985",9,9,13,39,40,14
"ENSG00000198754",5,16,3,4,13,2
"ENSG00000261798",0,0,0,0,1,0
"ENSG00000284719",5,1,1,4,1,3
"ENSG00000043514",552,522,540,606,674,573
"ENSG00000202222",9,8,1,22,10,7
"ENSG00000116990",8,3,7,3,0,1
"ENSG00000236546",0,0,0,0,0,6
"ENSG00000168389",51,34,41,35,49,60
"ENSG00000228477",1,4,3,0,3,2
"ENSG00000131236",8664,8400,9885,5506,7911,8931
"ENSG00000131238",1751,1494,1747,1410,2275,3011
"ENSG00000226745",0,1,0,0,0,1
"ENSG00000117000",1835,1832,1693,1806,2648,1851
"ENSG00000207508",4,3,5,4,5,5
"ENSG00000188800",3,0,0,0,3,0
"ENSG00000259943",34,28,43,72,61,60
"ENSG00000084073",3969,3312,3911,2715,4237,4242
"ENSG00000231296",18,7,4,18,31,22
"ENSG00000049089",46,33,30,51,260,129
"ENSG00000084070",509,516,564,433,598,567
"ENSG00000213172",0,0,0,0,0,1
"ENSG00000284677",3,0,1,2,1,1
"ENSG00000187801",42,34,33,88,65,113
"ENSG00000260920",47,24,18,53,29,65
"ENSG00000279667",2,2,2,6,2,2
"ENSG00000187815",110,124,123,137,155,208
"ENSG00000238287",17,5,6,14,11,4
"ENSG00000164002",93,66,107,104,110,162
"ENSG00000227278",0,0,0,1,1,1
"ENSG00000238186",14,16,8,13,12,13
"ENSG00000117010",100,104,102,135,146,171
"ENSG00000286838",0,0,3,4,0,0
"ENSG00000236505",0,0,0,0,0,2
"ENSG00000117016",21,27,31,123,34,94
"ENSG00000287743",0,1,0,0,0,0
"ENSG00000237899",0,0,4,3,0,6
"ENSG00000272145",23,19,21,57,56,46
"ENSG00000066136",389,404,478,502,653,486
"ENSG00000198974",5,3,5,1,1,4
"ENSG00000207962",1,0,5,10,5,0
"ENSG00000117013",1,1,1,0,5,1
"ENSG00000179862",13,11,12,10,20,14
"ENSG00000286668",0,0,0,1,0,1
"ENSG00000171793",685,707,730,977,748,1244
"ENSG00000281207",19,29,27,83,40,66
"ENSG00000171790",17,18,11,53,25,39
"ENSG00000010803",753,750,851,982,1108,1124
"ENSG00000215893",2,2,1,19,11,7
"ENSG00000287400",11,24,9,0,0,2
"ENSG00000235358",24,40,23,13,20,7
"ENSG00000213987",2,4,2,1,2,0
"ENSG00000286640",4,7,5,0,0,0
"ENSG00000204060",0,5,5,0,4,4
"ENSG00000229901",3,2,1,5,7,2
"ENSG00000127124",37,60,60,128,46,73
"ENSG00000230881",0,2,0,0,0,1
"ENSG00000230638",1,0,0,3,0,1
"ENSG00000287587",0,0,0,1,0,1
"ENSG00000198815",1357,1146,1243,1484,1610,1487
"ENSG00000227527",0,0,1,0,3,4
"ENSG00000177181",10,7,13,18,14,25
"ENSG00000235002",0,0,0,1,0,1
"ENSG00000066185",34,24,24,55,51,29
"ENSG00000127125",532,557,568,567,852,638
"ENSG00000186409",148,143,110,209,139,101
"ENSG00000236876",0,3,1,0,1,0
"ENSG00000200254",3,0,2,2,3,3
"ENSG00000236180",3,2,0,2,0,1
"ENSG00000171960",113,116,145,163,218,240
"ENSG00000285728",32,37,47,65,62,58
"ENSG00000234917",2,0,0,1,4,6
"ENSG00000065978",7436,7207,8817,6428,9400,10814
"ENSG00000117385",4179,4431,5051,2281,2669,2841
"ENSG00000164008",104,85,86,114,98,81
"ENSG00000283580",0,0,0,0,1,0
"ENSG00000274386",11,6,11,15,15,10
"ENSG00000177868",101,102,125,112,167,103
"ENSG00000164010",579,515,586,508,905,470
"ENSG00000228192",30,28,44,46,44,45
"ENSG00000164011",180,169,190,124,193,145
"ENSG00000233708",0,3,0,0,0,0
"ENSG00000237090",0,0,0,1,0,0
"ENSG00000117394",4872,4670,5003,1732,1906,1087
"ENSG00000284138",11,6,5,11,2,4
"ENSG00000227533",44,42,51,28,46,28
"ENSG00000283973",7,9,7,5,9,8
"ENSG00000207256",0,0,0,0,0,1
"ENSG00000283136",0,0,0,1,0,0
"ENSG00000186973",1,4,2,1,2,1
"ENSG00000117395",633,599,769,527,739,1036
"ENSG00000243710",25,16,19,23,54,35
"ENSG00000179178",1,0,0,1,2,1
"ENSG00000066056",2,0,0,0,2,6
"ENSG00000117400",2,5,7,8,6,7
"ENSG00000234694",3,1,2,6,1,2
"ENSG00000117399",62,48,94,39,138,1038
"ENSG00000066322",1253,1253,1741,964,1695,1627
"ENSG00000159479",640,544,807,575,791,755
"ENSG00000229431",27,32,30,41,41,36
"ENSG00000198198",811,957,965,1475,1188,1027
"ENSG00000229348",0,1,0,2,2,1
"ENSG00000142949",1580,1866,2160,1094,1427,579
"ENSG00000066135",483,443,554,664,751,656
"ENSG00000236200",43,41,57,96,57,67
"ENSG00000126091",71,104,83,204,105,180
"ENSG00000229444",0,3,4,5,2,4
"ENSG00000283414",5,1,1,3,2,3
"ENSG00000233674",5,4,8,14,4,4
"ENSG00000224751",4,5,3,11,5,4
"ENSG00000117407",0,1,2,1,0,3
"ENSG00000237950",7,5,9,10,10,10
"ENSG00000288573",6,5,1,3,10,8
"ENSG00000117408",850,865,972,740,622,821
"ENSG00000285649",3,0,0,3,2,5
"ENSG00000132768",157,159,210,148,185,242
"ENSG00000117410",781,690,1057,380,620,587
"ENSG00000117411",1163,1223,1706,646,1096,1183
"ENSG00000159214",66,88,103,52,91,53
"ENSG00000196517",206,216,229,128,74,252
"ENSG00000230615",212,263,253,75,287,546
"ENSG00000227163",2,2,4,0,5,9
"ENSG00000271647",0,0,0,0,0,2
"ENSG00000171872",40,25,42,3,26,53
"ENSG00000233514",2,3,2,2,0,5
"ENSG00000271329",0,0,1,2,1,0
"ENSG00000178028",354,400,489,421,550,360
"ENSG00000117419",806,854,1031,775,916,897
"ENSG00000233602",10,27,18,28,10,13
"ENSG00000187147",472,492,632,561,725,840
"ENSG00000126106",44,38,55,68,106,64
"ENSG00000198520",25,33,17,51,44,27
"ENSG00000199377",22,26,17,3,74,39
"ENSG00000200169",15,7,15,6,26,81
"ENSG00000142945",197,172,166,86,184,1266
"ENSG00000225721",3,0,2,7,7,8
"ENSG00000142937",10680,10043,12142,12405,17105,15101
"ENSG00000200913",5,7,5,5,4,8
"ENSG00000234093",1,0,1,5,2,6
"ENSG00000142959",7,8,12,4,18,7
"ENSG00000173846",334,378,415,345,582,390
"ENSG00000188396",37,39,56,54,69,27
"ENSG00000222009",357,382,496,361,484,257
"ENSG00000117425",10,19,18,19,23,10
"ENSG00000226499",0,1,1,1,3,0
"ENSG00000070785",388,399,456,363,449,584
"ENSG00000253039",1,0,3,1,0,0
"ENSG00000229815",1,1,1,1,0,3
"ENSG00000232369",0,1,1,0,0,0
"ENSG00000268949",0,0,0,4,0,4
"ENSG00000126107",713,775,846,636,946,858
"ENSG00000126088",1235,1240,1696,1029,1653,1536
"ENSG00000162415",91,85,112,25,46,24
"ENSG00000234315",0,0,0,1,0,0
"ENSG00000281912",1,4,3,2,6,4
"ENSG00000186603",2,4,8,9,8,9
"ENSG00000132781",16,13,18,35,36,16
"ENSG00000132773",94,99,123,189,228,264
"ENSG00000070759",127,83,124,132,274,133
"ENSG00000236872",1,0,1,3,7,3
"ENSG00000280670",16,17,16,5,10,28
"ENSG00000132763",204,207,189,253,245,339
"ENSG00000117450",6539,5910,7317,3570,6644,6383
"ENSG00000117448",1240,1365,1697,997,1791,1668
"ENSG00000280836",0,0,0,0,0,5
"ENSG00000132780",861,813,795,1176,1396,1922
"ENSG00000281112",0,0,0,0,1,0
"ENSG00000281825",0,0,0,1,2,0
"ENSG00000159588",30,33,27,22,34,15
"ENSG00000159592",2899,2668,2979,2549,3503,3243
"ENSG00000225447",43,46,20,39,32,42
"ENSG00000234329",43,37,35,65,65,71
"ENSG00000159596",423,358,429,369,577,478
"ENSG00000197429",415,411,473,488,590,571
"ENSG00000230896",14,18,19,26,22,21
"ENSG00000086015",1210,1253,1449,1463,1314,1227
"ENSG00000232467",2,1,5,2,12,13
"ENSG00000117461",226,248,228,154,237,275
"ENSG00000226957",1,0,3,2,0,3
"ENSG00000227857",0,2,2,2,1,1
"ENSG00000117472",54,50,75,21,87,32
"ENSG00000085998",1858,1949,2516,1275,1833,1821
"ENSG00000171357",30,26,48,34,63,26
"ENSG00000085999",24,33,46,43,50,108
"ENSG00000132128",1536,1546,1787,1719,2084,1738
"ENSG00000173660",1393,1489,1801,1058,1574,1491
"ENSG00000117481",416,440,532,650,683,512
"ENSG00000225779",0,1,0,1,5,5
"ENSG00000117480",48,33,49,81,149,100
"ENSG00000232022",13,10,23,24,33,12
"ENSG00000224863",1,3,2,5,2,1
"ENSG00000269956",7,6,10,21,16,14
"ENSG00000079277",336,360,378,494,597,436
"ENSG00000142961",355,408,485,382,535,407
"ENSG00000123472",992,911,1045,892,1316,1067
"ENSG00000233647",1,1,0,7,3,7
"ENSG00000186118",4,2,4,6,8,5
"ENSG00000228237",3,0,0,3,3,0
"ENSG00000159658",3437,3203,3285,3796,4375,3770
"ENSG00000154198",0,0,0,2,0,0
"ENSG00000238145",0,1,0,3,1,0
"ENSG00000187048",1,0,5,2,0,2
"ENSG00000186377",12,8,11,49,28,17
"ENSG00000186160",7,8,4,13,6,6
"ENSG00000225506",11,8,2,19,12,7
"ENSG00000162365",19,23,20,29,13,28
"ENSG00000225514",0,3,4,3,1,0
"ENSG00000224805",2,0,1,5,4,1
"ENSG00000162366",44,24,56,18,22,10
"ENSG00000162367",0,4,0,0,0,2
"ENSG00000123473",201,219,201,198,202,688
"ENSG00000162368",6748,6034,6484,4213,6016,5525
"ENSG00000225762",9,19,14,31,29,37
"ENSG00000186790",0,0,0,2,0,0
"ENSG00000237424",6,7,10,21,15,16
"ENSG00000186564",11,10,9,32,28,37
"ENSG00000227947",0,0,0,0,1,0
"ENSG00000269113",3,4,3,31,25,18
"ENSG00000225028",0,0,0,4,3,1
"ENSG00000226133",0,1,0,0,2,0
"ENSG00000237180",0,0,0,0,2,0
"ENSG00000242267",1,2,2,17,2,3
"ENSG00000279096",0,0,0,3,1,0
"ENSG00000223720",0,1,0,2,2,0
"ENSG00000117834",38,54,41,226,154,75
"ENSG00000272491",4,3,4,13,11,9
"ENSG00000279214",7,6,3,20,10,13
"ENSG00000132122",340,358,258,1020,871,601
"ENSG00000224986",21,24,24,63,34,21
"ENSG00000206700",1,2,2,8,3,3
"ENSG00000235105",4,9,11,32,12,20
"ENSG00000223175",1,0,1,4,2,0
"ENSG00000186094",2,1,1,9,6,2
"ENSG00000162373",32,37,34,45,25,9
"ENSG00000286597",0,0,0,2,0,0
"ENSG00000229846",1,0,0,1,0,1
"ENSG00000230114",0,0,0,1,1,0
"ENSG00000225623",0,0,0,3,3,2
"ENSG00000237478",0,0,0,0,3,4
"ENSG00000215887",0,0,0,3,0,0
"ENSG00000279324",1,2,0,2,1,1
"ENSG00000233595",0,0,1,4,0,0
"ENSG00000185104",906,818,937,1019,1234,1327
"ENSG00000225767",12,9,9,43,19,21
"ENSG00000207194",1,1,0,6,0,4
"ENSG00000230585",14,9,10,32,23,20
"ENSG00000237130",3,2,5,8,4,10
"ENSG00000123080",380,308,401,457,1207,1035
"ENSG00000275816",0,0,1,0,1,0
"ENSG00000204006",0,0,0,2,0,2
"ENSG00000213478",0,0,0,2,0,0
"ENSG00000203356",3,1,1,1,6,1
"ENSG00000123091",5394,4879,5328,3648,5037,4614
"ENSG00000233406",22,12,4,20,4,3
"ENSG00000236434",8,8,5,14,7,10
"ENSG00000085831",64,58,67,50,59,31
"ENSG00000261664",1,1,0,0,0,0
"ENSG00000085832",3458,3216,3405,3949,4678,3569
"ENSG00000232027",21,31,17,21,7,16
"ENSG00000206595",4,5,1,4,0,0
"ENSG00000238140",2,8,2,6,3,3
"ENSG00000227070",4,3,0,8,5,5
"ENSG00000252032",0,0,0,1,0,0
"ENSG00000227742",0,0,6,12,6,2
"ENSG00000117859",3903,3664,3596,8016,10898,7222
"ENSG00000236973",6,4,6,11,5,8
"ENSG00000232846",7,4,6,8,5,2
"ENSG00000212624",2,8,5,8,4,5
"ENSG00000078618",3492,3374,3614,3669,3740,4112
"ENSG00000266993",46,41,45,88,66,59
"ENSG00000272175",7,4,2,11,15,10
"ENSG00000230604",2,8,5,5,6,6
"ENSG00000169213",1124,1254,1204,213,395,574
"ENSG00000200839",0,1,0,0,0,0
"ENSG00000229032",0,1,0,0,0,0
"ENSG00000117862",93,67,74,87,94,90
"ENSG00000198841",63,76,52,55,91,68
"ENSG00000223390",0,3,3,6,3,3
"ENSG00000228369",9,11,10,17,18,23
"ENSG00000134717",1296,1177,1315,1376,1750,1729
"ENSG00000157077",2211,2028,2266,1947,2786,1980
"ENSG00000241745",1,0,3,6,3,1
"ENSG00000228407",6,8,8,16,8,2
"ENSG00000223429",6,2,3,18,9,10
"ENSG00000224255",3,1,3,7,12,4
"ENSG00000236004",2,6,2,6,2,2
"ENSG00000237663",2,1,1,9,1,3
"ENSG00000213735",6,11,4,7,5,6
"ENSG00000154222",1000,995,1138,1191,1581,1092
"ENSG00000272100",6,10,10,11,9,2
"ENSG00000287078",5,8,6,6,13,11
"ENSG00000224680",4,1,1,5,3,7
"ENSG00000085840",17,27,21,45,26,164
"ENSG00000134748",635,584,604,813,927,930
"ENSG00000134744",1471,1420,1176,2446,2071,2052
"ENSG00000272371",0,0,2,2,5,6
"ENSG00000236290",0,0,2,1,0,0
"ENSG00000116157",160,158,167,237,301,284
"ENSG00000182183",0,1,0,3,0,0
"ENSG00000162377",306,343,381,519,444,637
"ENSG00000162378",2972,2592,2729,2470,3147,2763
"ENSG00000252018",0,0,0,1,1,0
"ENSG00000228929",8,3,6,12,9,6
"ENSG00000206627",8,10,0,5,2,0
"ENSG00000203995",6,3,4,2,5,10
"ENSG00000121310",606,572,635,1018,890,570
"ENSG00000230953",45,49,52,61,71,57
"ENSG00000231866",2,2,0,3,2,0
"ENSG00000116171",2368,2233,2462,2088,2995,2535
"ENSG00000264834",1,1,0,0,3,0
"ENSG00000265815",1,0,0,0,0,0
